code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-10,1005,16649,15634,17860,16771,69,-0.4353970390309556
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-11,1235,18296,17188,19862,18659,70,0.9118438761776582
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-12,1440,18749,17876,18749,17876,70,0.16285329744279947
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-13,1385,17793,16670,18244,17092,70,-0.17698519515477792
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-14,920,15663,14620,18369,17145,69,-0.09286675639300135
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-15,1440,18818,17627,18818,17627,70,0.20928667563930015
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-16,1015,11152,10338,19325,17914,69,0.550471063257066
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-19,985,16596,15774,18224,17321,69,-0.19044414535666218
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-20,965,16900,15858,18437,17300,69,-0.047106325706594884
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-21,1440,19137,17898,19137,17898,70,0.423956931359354
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-22,1300,17555,16380,18971,17701,70,0.3122476446837147
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-23,885,16152,15199,19445,18297,70,0.6312247644683715
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-24,1440,20721,19434,20721,19434,70,1.4899057873485868
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-25,410,1259,1192,21265,20133,69,1.8559892328398384
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-26,990,17965,17029,19744,18715,69,0.8324360699865411
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-27,1435,19350,18131,19697,18456,70,0.800807537012113
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-28,1435,18583,17500,18545,17464,70,0.02557200538358008
113913,شهريار(بلوار وليعصر) - ملارد,1401-12-29,1440,14726,14064,14726,14064,70,-2.5444145356662182
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-01,1440,12947,12507,12947,12507,70,-3.7415881561238225
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-02,1230,10918,10497,12968,12467,70,-3.727456258411844
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-03,975,11954,11529,13100,12634,71,-3.638627187079408
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-04,1440,14171,13647,14171,13647,71,-2.917900403768506
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-05,1440,14966,14323,14966,14323,71,-2.382907133243607
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-06,1440,14984,14315,14984,14315,71,-2.3707940780619112
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-07,1440,14585,13893,14585,13893,70,-2.639300134589502
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-08,1440,14324,13615,14324,13615,70,-2.8149394347240917
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-09,1440,14570,13905,14570,13905,70,-2.649394347240915
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-10,1440,15145,14470,15145,14470,70,-2.262449528936743
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-11,1440,14960,14349,14960,14349,70,-2.386944818304172
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-12,1440,16058,15369,16058,15369,70,-1.6480484522207268
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-13,1440,20039,19269,20039,19269,69,1.0309555854643337
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-14,1440,18611,17723,18611,17723,71,0.06998654104979811
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-15,1440,17634,16677,17634,16677,70,-0.5874831763122477
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-16,1440,16897,15915,16897,15915,70,-1.0834454912516824
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-17,1440,19138,18102,19138,18102,70,0.4246298788694482
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-18,1440,17804,17043,17804,17043,70,-0.4730820995962315
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-19,1440,17823,16744,17823,16744,70,-0.46029609690444145
113913,شهريار(بلوار وليعصر) - ملارد,1402-01-20,1440,16861,15890,16861,15890,70,-1.107671601615074
