code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
414653,بستک - لار (لار),1401-12-10,1440,3085,2783,3085,2783,57,0.5466101694915254
414653,بستک - لار (لار),1401-12-11,1440,2788,2567,2788,2567,57,-0.0826271186440678
414653,بستک - لار (لار),1401-12-12,1440,4325,4156,4325,4156,54,3.1737288135593222
414653,بستک - لار (لار),1401-12-13,1440,3004,2712,3004,2712,59,0.375
414653,بستک - لار (لار),1401-12-14,1440,2925,2601,2925,2601,57,0.2076271186440678
414653,بستک - لار (لار),1401-12-15,1440,2957,2629,2957,2629,57,0.2754237288135593
414653,بستک - لار (لار),1401-12-16,1440,3024,2723,3024,2723,58,0.4173728813559322
414653,بستک - لار (لار),1401-12-17,1440,3126,2881,3126,2881,56,0.6334745762711864
414653,بستک - لار (لار),1401-12-18,1440,2984,2785,2984,2785,58,0.3326271186440678
414653,بستک - لار (لار),1401-12-19,1440,4300,4149,4300,4149,54,3.1207627118644066
414653,بستک - لار (لار),1401-12-20,1440,3063,2792,3063,2792,57,0.5
414653,بستک - لار (لار),1401-12-21,1440,3071,2812,3071,2812,57,0.5169491525423728
414653,بستک - لار (لار),1401-12-22,1440,3093,2822,3093,2822,57,0.5635593220338984
414653,بستک - لار (لار),1401-12-23,1440,3086,2802,3086,2802,59,0.548728813559322
414653,بستک - لار (لار),1401-12-24,1435,3388,3078,3408,3096,57,1.2309322033898304
414653,بستک - لار (لار),1401-12-25,1440,3146,2863,3146,2863,58,0.6758474576271186
414653,بستک - لار (لار),1401-12-26,1440,4099,3884,4099,3884,56,2.694915254237288
414653,بستک - لار (لار),1401-12-27,1440,3542,3223,3542,3223,58,1.5148305084745763
414653,بستک - لار (لار),1401-12-28,1440,3666,3327,3666,3327,58,1.777542372881356
414653,بستک - لار (لار),1401-12-29,1440,2649,2528,2649,2528,59,-0.3771186440677966
414653,بستک - لار (لار),1402-01-01,1440,2980,2936,2980,2936,55,0.3241525423728814
414653,بستک - لار (لار),1402-01-02,1440,3623,3568,3623,3568,57,1.6864406779661016
414653,بستک - لار (لار),1402-01-03,1440,2390,2314,2390,2314,57,-0.9258474576271186
414653,بستک - لار (لار),1402-01-04,1440,3208,3079,3208,3079,57,0.8072033898305084
414653,بستک - لار (لار),1402-01-05,1440,3061,2833,3061,2833,58,0.4957627118644068
414653,بستک - لار (لار),1402-01-06,1440,3001,2764,3001,2764,59,0.3686440677966102
414653,بستک - لار (لار),1402-01-07,1440,2895,2703,2895,2703,57,0.1440677966101695
414653,بستک - لار (لار),1402-01-08,1440,2819,2595,2819,2595,58,-0.01694915254237288
414653,بستک - لار (لار),1402-01-09,1440,2889,2672,2889,2672,59,0.13135593220338984
414653,بستک - لار (لار),1402-01-10,1440,3235,3021,3235,3021,58,0.864406779661017
414653,بستک - لار (لار),1402-01-11,1440,3519,3416,3519,3416,54,1.4661016949152543
414653,بستک - لار (لار),1402-01-12,1440,4418,4329,4418,4329,56,3.3707627118644066
414653,بستک - لار (لار),1402-01-13,1440,6721,6654,6721,6654,53,8.25
414653,بستک - لار (لار),1402-01-14,1440,2819,2616,3611,3350,60,1.6610169491525424
414653,بستک - لار (لار),1402-01-15,1440,2652,2447,2652,2447,59,-0.3707627118644068
414653,بستک - لار (لار),1402-01-16,1440,2756,2517,2756,2517,58,-0.1504237288135593
414653,بستک - لار (لار),1402-01-17,1440,2450,2269,2450,2269,58,-0.798728813559322
414653,بستک - لار (لار),1402-01-18,1440,2908,2754,2908,2754,58,0.1716101694915254
414653,بستک - لار (لار),1402-01-19,1440,2600,2407,2600,2407,59,-0.4809322033898305
414653,بستک - لار (لار),1402-01-20,1440,2414,2191,2414,2191,60,-0.875
