code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
453705,رفسنجان - نوق,1401-12-10,1440,5475,5289,5475,5289,79,0.6111111111111112
453705,رفسنجان - نوق,1401-12-11,1440,6247,6082,6247,6082,80,1.325925925925926
453705,رفسنجان - نوق,1401-12-12,1440,5225,5073,5225,5073,80,0.37962962962962965
453705,رفسنجان - نوق,1401-12-13,1435,5073,4860,5096,4882,80,0.2601851851851852
453705,رفسنجان - نوق,1401-12-14,1435,5124,4902,5146,4923,79,0.30648148148148147
453705,رفسنجان - نوق,1401-12-15,1435,5353,5172,5378,5196,78,0.5212962962962963
453705,رفسنجان - نوق,1401-12-16,1440,6069,5887,6069,5887,80,1.1611111111111112
453705,رفسنجان - نوق,1401-12-17,1440,5013,4842,5013,4842,79,0.18333333333333332
453705,رفسنجان - نوق,1401-12-18,1435,5631,5466,5660,5494,80,0.7824074074074074
453705,رفسنجان - نوق,1401-12-19,1440,4849,4706,4849,4706,79,0.03148148148148148
453705,رفسنجان - نوق,1401-12-20,1440,5094,4922,5105,4932,79,0.26851851851851855
453705,رفسنجان - نوق,1401-12-21,1440,5509,5289,5509,5289,80,0.6425925925925926
453705,رفسنجان - نوق,1401-12-22,1435,5403,5212,5431,5239,79,0.5703703703703704
453705,رفسنجان - نوق,1401-12-23,1440,5279,5111,5279,5111,78,0.42962962962962964
453705,رفسنجان - نوق,1401-12-24,1440,5759,5557,5759,5557,79,0.8740740740740741
453705,رفسنجان - نوق,1401-12-25,1440,6305,6123,6305,6123,81,1.3796296296296295
453705,رفسنجان - نوق,1401-12-26,1440,5053,4903,5053,4903,79,0.22037037037037038
453705,رفسنجان - نوق,1401-12-27,1440,5626,5456,5626,5456,79,0.7509259259259259
453705,رفسنجان - نوق,1401-12-28,1440,5931,5773,5931,5773,79,1.0333333333333334
453705,رفسنجان - نوق,1401-12-29,1440,5359,5252,5359,5252,80,0.5037037037037037
453705,رفسنجان - نوق,1402-01-01,140,208,207,4173,4152,85,-0.5944444444444444
