,code,name_x,est_sum_total_est_x,est_sum_total_est_y,growth_rate
827,713288.0,کامياران - کرمانشاه (قزانچي) (متناظر توزين),134623,127988.0,5.184079757477264
624,263105.0,آزادراه تبريز - زنجان (هشترود - عوارضي مياندوآب),178755,169973.0,5.166702946938631
750,773153.0,سفيددشت - بروجن,150029,142659.0,5.166165471508983
1050,513110.0,اراك - خمين,103807,98716.0,5.157218687953321
1814,833602.0,سرابله - پل سيمره,42670,40585.0,5.137366021929284
113,513605.0,آزادراه تهران - ساوه (سرزمين ايرانيان),482965,459377.0,5.134780365582082
88,313155.0,آزادراه باغچه - مشهد (مشهد),543173,516819.0,5.099270731145721
1486,973101.0,جاده قديم گرگان - کردکوي,61815,58834.0,5.066798109936432
2486,733653.0,حسين آباد - دهگلان,13386,12741.0,5.06239698610784
1855,113415.0,فيروزکوه - سمنان (فيروزکوه),40326,38391.0,5.040243807142299
1624,853302.0,دهدشت - بهبهان,53335,50786.0,5.01909975190013
1852,323305.0,آشخانه - رازجرگلان,40418,38487.0,5.017278561592226
863,573271.0,مهاباد - اروميه (حيدرآباد - رشکان ),128471,122343.0,5.008868509027897
1268,973151.0,جاده قديم کردکوي - گرگان,78916,75156.0,5.0029272446644315
591,643158.0,حاجي‌آباد - بندرعباس (فين - دشت امام),186016,177170.0,4.992944629451939
1412,453755.0,نوق - رفسنجان,66168,63035.0,4.970254620448957
225,753558.0,کوريجان - همدان (متناظر توزين),345476,329126.0,4.967702338921872
233,214751.0,تيران - نجف‌آباد,334458,318750.0,4.928
301,913275.0,نير - اردبیل (اردبیل),285096,271709.0,4.926962301579999
2239,733353.0,بيجار - همدان (بيجار),25571,24371.0,4.92388494522178
1150,543231.0,خمام - پيربازار,92668,88322.0,4.920631326283372
29,313103.0,مشهد - چناران (مشهد - تقاطع آزادراه),764379,728831.0,4.877399561763975
950,813110.0,خرم‌آباد - دوره چگني,117414,111966.0,4.8657628208563315
1508,813169.0,الشتر - سه راهي الشتر,60141,57352.0,4.862951597154415
1817,873278.0,کياسر - سه راهي فولادمحله,42502,40533.0,4.857770211926085
1290,953654.0,فيروزآباد - جم (جم),76587,73054.0,4.836148602403701
1653,574154.0,ماکو - سه‌راهي ايواغلي (يولاگلدي - مرگنلر),51725,49340.0,4.8338062423996755
814,953468.0,ابپخش - برازجان,137374,131095.0,4.7896563560776535
1911,873415.0,ايوانکي - آبسرد (ايوانکي - دوآب),38012,36279.0,4.7768681606438985
865,573901.0,مهاباد - اروميه (مهاباد - محمديار),128031,122217.0,4.757112349345836
266,973451.0,گلوگاه - کردکوي,307322,293400.0,4.74505794137696
2106,773207.0,شلمزار - ناغان,30649,29264.0,4.7327774740295245
762,313172.0,مشهد - فريمان (سنگ بست - فريمان),146921,140290.0,4.726637679093307
856,953418.0,برازجان - ابپخش,129273,123443.0,4.722827539836199
1135,313804.0,تربت‌حيدريه - تايباد (تربت‌حيدريه),94108,89865.0,4.721526734546264
126,163153.0,نکا - ساري (متناظر توزين),466824,445843.0,4.70591665676034
1889,753656.0,عليصدر - گل تپه,38987,37235.0,4.705250436417349
682,753295.0,صالح آباد - همدان (صالح آباد) (متناظر توزين),164393,157033.0,4.686912941865722
2283,513267.0,قهاوند - کميجان,23319,22281.0,4.6586777972263365
2519,314203.0,درگز - کلات (کيلومتر 13),11209,10711.0,4.649425823919335
2078,453251.0,ديهوک - راور (راور),31600,30197.0,4.646156903003609
2464,573605.0,سردشت - مرزکيله,14338,13703.0,4.634021747062687
642,733110.0,سنندج - سه راهي موچش,173400,165729.0,4.628640732762522
798,573902.0,مياندوآب - مهاباد,139957,133766.0,4.6282313891422335
1205,153309.0,عوارضي آزادراه قزوين،زنجان - تاکستان (مجموع گيت ها),86103,82298.0,4.623441638921967
1120,113201.0,آزادراه قم - گرمسار (چرمشهر),96375,92122.0,4.6167039360847575
1606,315752.0,کاشمر - نيشابور (نيشابور),54268,51881.0,4.600913629266977
264,313145.0,نيشابور - مشهد (قدمگاه),309956,296323.0,4.600722859852255
1231,913503.0,اردبيل - مشکين‌شهر (سه‌راهي مشکين‌شهر - لاهرود),83013,79365.0,4.596484596484596
2171,333160.0,راور - ديهوک (زنوغان),27928,26701.0,4.59533350810831
1790,213960.0,بروجن - دهاقان,43962,42040.0,4.571836346336823
1218,733252.0,سيرانبند - بانه,83785,80127.0,4.565252661400027
587,773319.0,بروجن - گندمان (متناظر توزين),187632,179459.0,4.554243587671836
1277,313856.0,بجستان - فيض‌آباد (فيض‌آباد),78131,74731.0,4.549651416413536
267,163213.0,آمل - رودهن (سه راه سنگچال - شاه زيد),306785,293489.0,4.530323112620916
1771,314101.0,خواف - تايباد,44918,42974.0,4.523665472145949
1320,753108.0,جوکار - تويسرکان,74400,71194.0,4.503188470938562
207,543269.0,تقاطع سراوان - رشت,366334,350569.0,4.496974917919154
1011,364451.0,باغملک - هفتگل,109294,104623.0,4.4646014738633
1995,313299.0,آزادراه کنارگذر چناران - باغچه (عوارضي امرغان),34385,32917.0,4.4597016739071
2270,143262.0,کوه سفيد - قم رود,24043,23017.0,4.45757483599079
1730,513751.0,شازند - ازنا (شازند),46300,44329.0,4.446299262333913
891,953177.0,دلوار - بوشهر,124517,119239.0,4.4264041127483456
2109,264504.0,تسوج - سلماس (تسوج),30479,29191.0,4.41231886540372
47,163152.0,قائمشهر - ساري,686727,657770.0,4.402298675828937
2053,833112.0,ايلام - ملکشاهي,32452,31084.0,4.400977995110025
1131,313854.0,تايباد - تربت‌حيدريه (تربت‌حيدريه),95647,91622.0,4.393049704219511
1262,313806.0,فيض‌آباد - بجستان (فيض‌آباد),79268,75935.0,4.389280305524461
246,413106.0,شيراز - کوار (شيراز - سه‌راهي کوار),322941,309376.0,4.384632292097642
482,264203.0,ملکان - مياندوآب (ملکان),218171,209012.0,4.382045050044973
875,414754.0,بندرعباس - لامرد,126775,121459.0,4.3767855819659305
24,213228.0,اصفهان - بهارستان,826690,792157.0,4.359363106050948
1618,913652.0,اسالم - خلخال (مجره),53773,51532.0,4.348754172164869
475,574353.0,ملکان - مياندوآب (مياندوآب),219821,210660.0,4.348713566885028
1156,363452.0,دهدز - ايذه,91857,88030.0,4.347381574463252
1169,833106.0,ايلام - سرابله,90340,86579.0,4.344009517319442
1394,364653.0,لالي - سه راهي لالي (پل کابلي),67551,64740.0,4.341983317886932
612,264201.0,بناب - عجبشير,182130,174562.0,4.335422371421043
93,313105.0,آزادراه مشهد - باغچه (مشهد),517637,496161.0,4.328433714056526
100,163810.0,چالوس - کلارآباد,503493,482619.0,4.325150895426828
143,713151.0,بيستون - کرمانشاه,437607,419541.0,4.306134561342038
2131,953352.0,بردخون کهنه - دير(جاده ساحلي),29319,28110.0,4.300960512273212
4,183102.0,آزادراه تهران - کرج (پل کلاک),1690700,1621282.0,4.281673391797355
740,973852.0,گنبد - آق قلا,152316,146086.0,4.264611256383226
419,873351.0,ميامي - شاهرود,238207,228485.0,4.254983915793159
1816,363105.0,اهواز - بندر امام(جاده قديم),42559,40826.0,4.244843971978641
2133,453352.0,وکيل‌آباد - ارزوئيه (ارزوئيه),29260,28070.0,4.239401496259352
1985,753805.0,نهاوند - سه‌راهي شوشاب,34642,33234.0,4.236625142925919
1284,113229.0,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),77491,74355.0,4.21760473404613
111,753252.0,سه‌راهي بهار - همدان (مهدي‌آباد),486803,467230.0,4.189157374312437
1026,313805.0,فيض‌آباد - مهنه,107424,103122.0,4.171757723861058
593,713952.0,سه راهي نهاوند - کنگاور,185568,178179.0,4.146953344670248
2046,513266.0,راهجرد - آشتيان,32638,31347.0,4.1184164353845665
725,214762.0,نجف‌آباد - اصفهان (نجف‌آباد - فولادشهر),154872,148748.0,4.117030144943126
708,833272.0,چوار - ايلام,158442,152196.0,4.103918631238666
1342,313803.0,تربت حيدريه - رشتخوار,71443,68632.0,4.0957570812449005
988,773155.0,سامان - شهرکرد,112112,107704.0,4.092698507019238
696,853151.0,باباميدان - ياسوج,160321,154019.0,4.091702971711282
1190,733202.0,بانه - سيرانبند,87299,83886.0,4.068616932503636
1352,413503.0,استهبان - نيريز,70614,67866.0,4.049155689152153
1764,113860.0,عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها),45251,43493.0,4.042029751914101
1275,314751.0,بجستان - فردوس (بجستان),78320,75279.0,4.039639208809894
1808,643354.0,سه راهي چارک - بندرلنگه,43025,41381.0,3.972837775790822
1355,643301.0,بندرخمير - بندرلنگه,70576,67886.0,3.9625254102465894
1492,163161.0,کياسر - ساري (کياده),61406,59068.0,3.9581499288955104
2483,214711.0,دهق - گلپايگان(خنداب),13560,13044.0,3.9558417663293466
2427,333504.0,بيرجند - اسديه,16581,15951.0,3.9495956366372016
1221,364602.0,مسجدسليمان - شوشتر (سه‌راهي گاو سوار - شوشتر),83413,80254.0,3.936252398634336
2490,333351.0,درح (پايانه مرزي ماهي آباد) - سربيشه,13189,12690.0,3.9322301024428685
1626,113802.0,فشم - ميگون,53301,51301.0,3.898559482271301
369,873302.0,شاهرود - دامغان (دهملا - دامغان),256579,246994.0,3.880661068689928
1834,513501.0,دليجان - نراق,41494,39962.0,3.8336419598618687
2052,713272.0,کمربندي غربي کرمانشاه (اسلام آباد - قزانچي),32454,31259.0,3.8228990050865352
2571,333453.0,مرز يزدان - قائن (حاجي‌آباد),7077,6818.0,3.798767967145791
924,453249.0,کرمان - چترود,120228,115855.0,3.7745457684174184
1841,813701.0,نورآباد - هرسين,40838,39354.0,3.770900035574529
1541,833223.0,ايلام - مهران (صالح آباد),57696,55600.0,3.7697841726618706
601,264251.0,عجبشير - بناب,183047,176437.0,3.7463797276081547
468,544358.0,سراوان - فومن (فومن),225442,217328.0,3.733527203121549
195,413122.0,کمربندي پل فسا شيراز (شمال - جنوب),377602,364114.0,3.704334356822314
2119,453302.0,ارزوئيه - وکيل‌آباد (ارزوئيه),29840,28776.0,3.69752571587434
259,713803.0,بيستون - سه راهي هرسين (متناظر توزين),315431,304212.0,3.687888709189644
1237,753754.0,اراک - ملاير,82602,79676.0,3.6723731110999545
1738,573903.0,مهاباد - سردشت (مهاباد),46134,44513.0,3.6416327814346374
1661,453552.0,بم - ايرانشهر (نرمانشير - بزمان),51062,49275.0,3.6265854895991887
1667,913853.0,سه راه لاهرود - قره آغاج,50679,48907.0,3.6232032224425956
6,114501.0,آزادراه تهران - کرج (عوارضي قديم),1531279,1477810.0,3.618124116090702
890,113214.0,تهران - لواسانات (سوهانک),124779,120498.0,3.5527560623412837
1318,153139.0,رمپ پل حسين آباد (ورودي به آزادراه رشت),74539,71984.0,3.5493998666370303
2211,263404.0,اهر - هوراند,26395,25493.0,3.538226179735614
1804,913278.0,سرعين - اردبيل (ارجستان),43220,41751.0,3.5184785993149865
1015,214808.0,تيران - داران (سه راهي دامنه),109152,105443.0,3.517540282427473
848,213233.0,نطنز - اردستان (آزادراه کنار گذر شرقي - کيلومتر1),130917,126481.0,3.5072461476427295
1931,333222.0,بيرجند - منصورآباد,36990,35741.0,3.4945860496348726
477,263102.0,ايلخچي - آذرشهر,219222,211833.0,3.4881250796618093
457,363101.0,خروجي شرق اهواز,228585,220894.0,3.481760482403325
494,313144.0,مشهد - تربت‌حيدريه (باغچه - رباط سفيد),215275,208064.0,3.4657605352199328
2021,913911.0,مشکين شهر - کنگرلو,33290,32175.0,3.465423465423465
76,114302.0,ري - قرچک,571766,552699.0,3.4497981722420343
489,773151.0,سورشجان - شهرکرد,216688,209477.0,3.4423826959523
1708,714102.0,گيلانغرب - سرمست,48012,46419.0,3.4317843986298717
2419,143185.0,جاده قديم کاشان - قم (سن سن - تقاطع آزادراه),17153,16584.0,3.431017848528702
768,953128.0,چغادک - اهرم,146103,141274.0,3.4181802737941873
981,453162.0,جاده قديم کرمان - ماهان,113910,110153.0,3.410710557134168
188,313952.0,چناران - مشهد (چناران - گلبهار),384865,372174.0,3.409964156550431
818,263251.0,عجب شير - آذرشهر,136862,132356.0,3.4044546526035844
37,313153.0,چناران - مشهد (تقاطع آزادراه - مشهد),727795,703841.0,3.403325466973365
2476,214761.0,گلپايگان - دهق (خنداب),13724,13274.0,3.3900858821756823
1328,753753.0,بروجرد - ملاير,73186,70794.0,3.378817413905133
153,164751.0,بهشهر - نکا,427028,413141.0,3.3613221636196844
493,543352.0,رضوانشهر - انزلي,215358,208386.0,3.345714203449368
2244,753607.0,کبوتر آهنگ - گل تپه,25360,24541.0,3.3372723197913694
1465,214691.0,نيك آباد - بهارستان,63385,61350.0,3.317033414832926
67,953164.0,ورودي بوشهر (چغادک بوشهر),599705,580463.0,3.3149399703340263
1549,853352.0,بهبهان - دهدشت,57093,55266.0,3.30582998588644
679,953454.0,کازرون - برازجان (کنارتخته - دالکي),165115,159838.0,3.3014677360827838
2400,453854.0,بافق - زرند (زرند،محور سي ريز),17913,17347.0,3.262812013604658
329,773206.0,شهرکرد - فرخشهر,271053,262498.0,3.25907245007581
1776,544105.0,پونل - خلخال,44613,43205.0,3.258882073834047
732,264852.0,سه‌راهي هريس - سه‌راهي خواجه,153016,148187.0,3.2587204005749495
1255,414602.0,لار - جهرم,80406,77869.0,3.2580359321424446
1034,362163.0,شوشتر - مسجدسليمان (سه‌راهي گاو سوار - مسجدسليمان),106036,102693.0,3.255333859172485
2390,643305.0,لامرد - سه راهي چهوو,18656,18068.0,3.2543723710427277
752,813667.0,آزادراه اراک - بروجرد,148890,144202.0,3.250995131828962
1568,733852.0,روانسر - کامياران,56137,54377.0,3.2366625595380403
1598,713753.0,گيلانغرب - قصرشيرين,54755,53046.0,3.221732081589564
2061,264554.0,سلماس - تسوج (تسوج),32078,31077.0,3.221031631109824
236,113603.0,آزادراه تهران، قم - فرودگاه امام خميني,328345,318215.0,3.183382304416825
458,363151.0,ورودي شرق اهواز (متناظر توزين),228576,221555.0,3.1689648168626303
705,543403.0,حسن رود - کياشهر,159335,154452.0,3.161500012949007
842,813655.0,کمربندي جنوبي خرم آباد (جنوب به شمال),132481,128427.0,3.156657089241359
396,263237.0,آزادراه تبريز - زنجان (بستان آباد) (متناظر توزين),243791,236342.0,3.151788509871288
1803,315778.0,جاده قديم سبزوار - نيشابور (سلطان‌آباد - فيروزه),43303,41980.0,3.1515007146260126
1518,414705.0,لامرد - احشام,59677,57856.0,3.147469579646018
2443,323276.0,راز - پيش قلعه,15570,15095.0,3.1467373302418022
1973,873153.0,فيروزکوه - سمنان (افتر),35163,34091.0,3.144524947933472
478,264252.0,ملکان - بناب,218572,211919.0,3.1394070375945526
1437,364402.0,رامهرمز - سه راهي آغاجاري,64780,62815.0,3.128233702141208
2226,753654.0,شيرين سو - کبودرآهنگ,26149,25358.0,3.119331177537661
2215,643901.0,بستک - سه راه بندر لنگه,26328,25532.0,3.117656274479085
1271,153402.0,آبيک- زياران,78660,76305.0,3.0862984077059172
525,263951.0,آزادراه زنجان - تبريز (مرز استان - عوارضي مياندوآب),205417,199290.0,3.074414170304581
1324,364503.0,کمربندي شوشتر - اهواز (پل کابلي شوشتر),73679,71492.0,3.059083533821966
975,953554.0,کنگان - خورموج (خورموج),114695,111294.0,3.0558700379175874
2397,733228.0,سنندج - سروآباد,18160,17627.0,3.023770352300448
499,773101.0,شهرکرد - سورشجان,212972,206852.0,2.9586370931873995
646,953661.0,سيراف - عسلويه,171715,166798.0,2.947877072866581
1693,364552.0,سه راه گتوند - گتوند,49010,47608.0,2.9448832129053937
1438,574502.0,اروميه - مهاباد (حيدرآباد - محمديار),64747,62901.0,2.9347705123924896
1195,953103.0,بوشهر - گناوه,86848,84373.0,2.933402865845709
1757,873353.0,آزادشهر - شاهرود (خوش ييلاق - بسطام),45470,44185.0,2.908226773792011
1685,913229.0,اردبيل - گرمي (رضي - گرمي),49377,47984.0,2.9030510170056685
152,313902.0,مشهد - چناران (گلبهار - چناران),428565,416486.0,2.9002175343228824
1731,643652.0,زيارتعلي - سه راهي فارياب,46278,44974.0,2.899453017298884
71,543160.0,کوچصفهان - رشت,590688,574169.0,2.877027495388988
1147,733415.0,سقز - ديواندره,92861,90268.0,2.872557273895511
2310,323208.0,گرمه - چمن بيد,21607,21008.0,2.8512947448591013
1430,164671.0,کلاردشت - عباس آباد,65184,63383.0,2.8414559108909327
1297,413502.0,استهبان - فسا (استهبان - سه‌راهي فسا),76248,74169.0,2.8030578813250817
1056,813501.0,ازنا - دورود,102922,100141.0,2.777084311121319
99,973102.0,گرگان - کردکوي,505806,492221.0,2.759939133031707
1632,753851.0,نهاوند - کنگاور,52961,51546.0,2.7451208629185584
545,543302.0,انزلي - رضوانشهر,199148,193837.0,2.7399309729308645
1971,454107.0,سرچشمه - شهربابک,35373,34433.0,2.7299393024133827
1625,574104.0,سه‌راهي ايواغلي - ماکو (مرگنلر - يولاگلدي),53326,51915.0,2.7179042665896174
253,143155.0,سلفچگان - قم (قم),318587,310222.0,2.6964560862865947
1030,543270.0,لاکان - رشت,106344,103561.0,2.6873050665791176
2024,873203.0,دامغان - معلمان,33244,32388.0,2.6429541805607015
1807,315728.0,جاده قديم نيشابور - سبزوار (فيروزه - سلطان‌آباد),43066,41958.0,2.6407359740693073
1253,453115.0,چترود - زرند (ده زيار),80725,78652.0,2.635660885927885
2484,364351.0,بستان - چزابه (پايانه مرزي ),13503,13160.0,2.606382978723404
2070,753855.0,سه‌راهي شوشاب - نهاوند,31795,30993.0,2.5876810892782243
1019,364401.0,هفتگل - باغملک,108811,106075.0,2.579307094037238
473,263152.0,آذرشهر - ايلخچي,220389,214879.0,2.5642338246175753
431,313852.0,تریت حیدریه - مشهد (رباط سنگ - باغچه),234986,229121.0,2.559782822176928
872,733152.0,دهگلان - سنندج,127291,124122.0,2.5531332076505375
174,163951.0,چابکسر - رامسر,393638,383910.0,2.533927222526113
932,574103.0,ماکو - سه‌راهي ايواغلي (ماکو - يولاگلدي) (متناظر توزين),119250,116310.0,2.527727624451896
516,163101.0,ساري - کياسر (شکتا),207759,202641.0,2.525648807497002
1045,853201.0,دهدشت - چرام,104739,102173.0,2.511426697855598
604,414452.0,برازجان - کازرون (کنارتخته - کازرون),182538,178091.0,2.4970380311189224
1003,363604.0,آزادراه بندر امام خميني - اهواز,110163,107483.0,2.493417563707749
2143,833552.0,انديمشک - دهلران (دشت عباس - دهلران),28990,28292.0,2.4671285168952353
2036,213401.0,خوانسار - دامنه (سه راهي دربيد),32939,32146.0,2.4668699060536303
582,323104.0,بجنورد - اسفراين (بجنورد),189097,184578.0,2.448287444874254
1018,363654.0,آزادراه اهواز - بندر امام خميني,108853,106252.0,2.4479539208673717
2426,773252.0,مسجد سليمان - دشتک,16714,16315.0,2.4456022065583816
1441,953666.0,لامرد - عسلويه(مرز استان),64698,63159.0,2.4367073576212417
1809,853403.0,پاتاوه - دهدشت,42960,41939.0,2.434488185221393
771,313104.0,مشهد - فريمان (تپه سلام - سنگ بست),145712,142289.0,2.405667339007232
1637,973157.0,شاهرود - گرگان (توسکستان),52671,51441.0,2.3910888202017846
1557,453802.0,زرند - رفسنجان (داوران),56741,55428.0,2.3688388540088043
1198,543281.0,پيربازار - خمام,86438,84440.0,2.3661771672193277
1348,313853.0,رشتخوار - تربت حيدريه,70966,69329.0,2.3612052676369193
915,573253.0,سقز - بوکان (بوکان),121557,118760.0,2.3551700909397106
661,953611.0,عسلويه - سيراف,168719,164872.0,2.3333252462516376
1090,513661.0,بوئين زهرا - ساوه,99667,97395.0,2.332768622619231
1521,973552.0,اينچه برون - گنبد,59183,57837.0,2.327229973892145
201,753102.0,سه‌راهي صالح‌آباد - همدان,371252,362840.0,2.3183772461691103
1866,913510.0,جعفرآباد - بيله سوار,40117,39209.0,2.315794843020735
518,513620.0,آزادراه ساوه - تهران (پليس‌راه ساوه) (متناظر توزين),206762,202243.0,2.2344407470221466
936,573203.0,بوکان - سقز (بوکان),118612,116044.0,2.212953707214505
2435,323259.0,جاجرم - سنخواست,16079,15732.0,2.2056953979150773
232,973401.0,کردکوي - گلوگاه,335023,327835.0,2.192566382478991
1605,364502.0,گتوند - سه راه گتوند,54333,53169.0,2.1892456130451956
1236,453165.0,زرند - چترود (ده زيار) (متناظر توزين),82678,80916.0,2.1775668594591924
128,143158.0,آزادراه کاشان - قم (مشکات - تقاطع جاده قديم),463348,453545.0,2.1614172794320297
1842,913228.0,اردبيل - سرعين (ارجستان),40796,39933.0,2.161119875791951
1406,953616.0,عسلويه - لامرد(مرز استان),66571,65165.0,2.157599938617356
15,183160.0,آزادراه قزوين - کرج (پل هشتگرد),1051424,1029343.0,2.1451547249070524
209,313273.0,مشهد - نيشابور (نيشابور) (متناظر توزين),364147,356519.0,2.1395774138264723
821,813502.0,ازنا - اليگودرز,136365,133521.0,2.1300020221538185
1299,313107.0,مشهد - کلات (سه‌راه کارده),76063,74488.0,2.114434539791644
2343,573517.0,قره ضياالدين - چالدران,20476,20055.0,2.099227125405136
2555,873279.0,بيارجمند - سه راهي بيارجمند,8287,8117.0,2.0943698410742884
1382,453954.0,بافت - سيرجان (سيرجان),68275,66877.0,2.09040477294137
2085,313208.0,آزادراه کنارگذر باغچه - چناران (عوارضي ناظريه),31378,30746.0,2.0555519417159958
1623,364452.0,سه راهي آغاجاري - رامهرمز,53404,52334.0,2.0445599419115683
648,973503.0,گنبد - مينودشت,171252,167821.0,2.044440207125449
408,113263.0,لواسانات - تهران (طلائيه),240881,236058.0,2.0431419396927875
145,143108.0,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),436769,428113.0,2.021896088182326
1227,363678.0,آزادراه اهواز - بندرامام (خروجي بندرامام),83113,81467.0,2.020449998158764
1322,544307.0,فومن - ماسوله,74279,72809.0,2.018981169910313
1703,213155.0,علويجه - اصفهان,48171,47218.0,2.018298106654242
760,113801.0,لواسانات - فشم,147153,144244.0,2.0167216660658327
484,314352.0,شاهرود - سبزوار (داورزن - سبزوار),217916,213665.0,1.9895631011162331
1344,263651.0,مراغه - هشترود (مراغه),71355,69985.0,1.9575623347860254
1100,813652.0,سه راهي چالان چولان - بروجرد,98586,96698.0,1.9524705785021406
853,214712.0,اصفهان - نجف‌آباد (فولادشهر - نجف‌آباد),129659,127184.0,1.945999496792049
671,263714.0,صوفيان - مرند (مرند),166317,163159.0,1.935535275406199
843,974203.0,کلاله - سه راهي کلاله,132413,129917.0,1.9212266293094822
2037,833754.0,ملکشاهي - مهران,32905,32285.0,1.9203964689484279
520,164606.0,چالوس - کرج (سياه بيشه - کندوان),206490,202661.0,1.8893620380833018
444,164157.0,فيروزکوه - قائمشهر (ورسک - گرزين خيل),231235,227034.0,1.850383642978585
568,513161.0,فرمهين - اراك,192887,189424.0,1.8281738322493455
1542,163111.0,ساري - کياسر (کياده),57612,56583.0,1.8185674142410262
1918,573401.0,تکاب - بيجار (تکاب),37659,36996.0,1.7920856308790138
2018,913607.0,خلخال-کوثر,33360,32778.0,1.7755811825004575
1303,453110.0,چترود - زرند (چترود),75565,74247.0,1.7751558985548237
941,813160.0,دوره چگني - خرم‌آباد,118109,116054.0,1.7707274199941405
619,213106.0,اصفهان - زيار,180534,177403.0,1.7649081469873678
1682,973107.0,گرگان - شاهرود (توسکستان),49513,48661.0,1.750888802120795
2280,574156.0,کمربندي ماکو - بازرگان,23415,23013.0,1.7468387433189938
2369,264752.0,عاشقلو - کليبر,19375,19046.0,1.727396828730442
1315,753704.0,ملاير - اراک,74756,73495.0,1.7157629770732703
2434,323205.0,جاجرم - اميرآباد (جاجرم),16111,15841.0,1.7044378511457612
1957,454157.0,شهربابک - سرچشمه,36250,35648.0,1.688734290843806
868,913227.0,اردبيل - خلخال,127757,125637.0,1.6874010044811638
1958,613301.0,چابهار - راسک (چابهار),36076,35481.0,1.676953862630704
129,973152.0,کردکوي - گرگان,462270,454650.0,1.676014516661168
108,113464.0,کمربندي جنوبي رودهن (دماوند - پرديس),493116,485165.0,1.6388239052693414
1923,813159.0,بيرانشهر - خرم آباد,37375,36778.0,1.623253031703736
1628,114354.0,چرمشهر - ورامين,53227,52384.0,1.6092700061087355
864,453102.0,سه‌راهي راين - ماهان (ماهان),128245,126215.0,1.6083666759101531
1418,314303.0,سبزوار - قوچان (سبزوار - سلطان‌آباد),65840,64801.0,1.6033703183592847
1726,833705.0,مهران - صالح‌آباد (رضاآباد),46577,45870.0,1.5413124046217572
397,113408.0,آبعلي - پلور (آبعلي - سه‌راهي مشاء),243576,239901.0,1.5318819012842797
1209,953604.0,جم - فيروزآباد (جم),85182,83907.0,1.5195394901498087
2327,733278.0,سروآباد - سنندج,21145,20830.0,1.5122419587133942
1586,214511.0,آزادراه زرين‌شهر - نجف‌آباد,55445,54625.0,1.5011441647597255
1388,313751.0,تايباد - تربت‌جام (تربت‌جام),67840,66839.0,1.497628629991472
1775,733276.0,مريوان - سنندج (مريوان),44804,44151.0,1.4790151978437633
1925,733275.0,مريوان - سنندج (سنندج),37267,36726.0,1.4730708489898163
974,733651.0,همدان - قروه,114697,113051.0,1.4559800444047377
1317,913954.0,اردبيل - گرمي (سه‌راه مشکين‌شهر - رضي),74658,73595.0,1.4443916026904
1539,574351.0,بوکان - مياندوآب (مياندوآب),58169,57342.0,1.4422238498831572
1594,813451.0,داران - اليگودرز (بويين مياندشت - اليگودرز),54953,54175.0,1.4360867558837103
961,773111.0,سورشجان - فارسان,116067,114453.0,1.4101858404760033
79,113751.0,جاده دسترسي احمدآباد مستوفي(اسلامشهر - آزادگان),562971,555149.0,1.4089910996867507
1197,513702.0,توره - ملاير,86616,85429.0,1.3894579124184996
2075,215201.0,شهرضا - طالخونچه,31727,31294.0,1.3836518182399182
420,264405.0,آزادراه تبريز - زنجان (عوارضي تبريز - بستان‌آباد),238018,234773.0,1.3821861968795388
1446,313110.0,مشهد - سرخس (رضويه - آبروان),64552,63678.0,1.3725305443010145
1615,453246.0,کرمان - زنگي آباد,54038,53317.0,1.3522891385486806
1529,813119.0,سه راهي الشتر - الشتر,58756,57974.0,1.3488805326525684
1867,453851.0,راور - چترود,40068,39535.0,1.3481725053749842
1307,334702.0,فردوس - بجستان (برون),75424,74423.0,1.34501431009231
2107,263856.0,سه راهي ايواغلي - جلفا,30521,30117.0,1.3414350698940798
1224,314701.0,فردوس - بجستان (بجستان),83212,82124.0,1.3248258730699918
802,543283.0,رشت - سنگر,139656,137866.0,1.298362177766817
358,953214.0,بوشهر - برازجان (متناظر توزين),260697,257358.0,1.2974144965378966
1990,453201.0,راور - ديهوک (راور),34532,34093.0,1.2876543571994252
371,713152.0,قزانچي - کرمانشاه,255619,252388.0,1.2801717989761796
638,263901.0,آزادراه تبريز - زنجان (عوارضي مياندوآب - مرز استان),174233,172089.0,1.2458669641871356
2002,913961.0,کنگرلو - مشکين شهر,34172,33758.0,1.226375970140411
534,263602.0,مراغه - بناب,202861,200404.0,1.2260234326660147
1818,513403.0,خمين - شازند,42457,41953.0,1.201344361547446
1822,643602.0,سه راهي فارياب - زيارتعلي,42289,41793.0,1.1868016174957527
1124,513801.0,محلات - دليجان,96123,95006.0,1.1757152179862325
1439,143301.0,جمکران - کوه خضر,64735,63996.0,1.1547596724795302
1919,453931.0,سيرجان - پاريز,37593,37164.0,1.1543429124959639
1008,263403.0,اهر - مشگين شهر (اهر),109842,108613.0,1.1315404233379063
227,214701.0,نجف‌آباد - تيران,341718,337994.0,1.1017947064149067
1,183101.0,آزادراه کرج - تهران (کيلومتر25),1851826,1831657.0,1.1011341097159566
368,544251.0,فومن - بازارجمعه,256769,254013.0,1.0849838394097941
2554,873229.0,سه راهي بيارجمند - بيارجمند,8502,8412.0,1.0699001426533523
826,453901.0,سيرجان - حاجي آباد (چاه قلعه),134909,133484.0,1.0675436756465195
328,773256.0,فرخشهر - شهرکرد,271284,268422.0,1.0662315309475379
