,code,name_x,est_sum_total_est_x,est_sum_total_est_y,growth_rate
2338,264301.0,هريس - سه راهي هريس,20760,21099.0,-1.6067112185411632
318,163263.0,رودهن - آمل (شاه زيد - سه راه سنگچال),276460,281003.0,-1.6167087184122588
1659,163253.0,جاده قديم آمل - بابل,51153,51999.0,-1.62695436450701
1067,263453.0,مشگين شهر - اهر (اهر),101672,103354.0,-1.6274164521934322
1561,713352.0,نوسود - پاوه,56428,57363.0,-1.6299705385004273
766,773156.0,اصفهان - شهرکرد (تونل رخ),146263,148689.0,-1.631593460175265
440,753244.0,آزادراه همدان - ساوه (چپقلو),232785,236721.0,-1.6627168692257974
60,543451.0,آستانه - لاهيجان,612901,623459.0,-1.6934553835937889
1782,573852.0,تکاب - شاهين دژ,44345,45111.0,-1.698033738999357
214,513653.0,آزادراه ساوه - تهران (مامونيه),360158,366418.0,-1.7084313543548626
1199,323108.0,سه راهي ايرج - اسفراين,86410,87920.0,-1.7174704276615105
629,333230.0,بيرجند - قاين (بيرجند),176851,179962.0,-1.7286982807481581
2337,973555.0,مرزپل - اينچه برون,20768,21137.0,-1.7457538912806925
871,773357.0,گوشکي - گندمان,127307,129574.0,-1.7495793909271922
480,544308.0,فومن - سراوان (فومن),218330,222227.0,-1.7536122973356074
756,313224.0,تربت حيدريه - مشهد (کمربندي تربت حيدريه) (متناظر توزين),147926,150589.0,-1.7683894573972867
670,913152.0,خلخال - اردبيل (اردبيل),166545,169554.0,-1.7746558618493224
1556,315502.0,گناباد - قائن (گناباد),56837,57864.0,-1.7748513756394306
2146,314251.0,قوچان - درگز (امام قلي - درگز),28949,29485.0,-1.8178734949974562
565,414102.0,شيراز - سروستان,193455,197044.0,-1.8214205964150139
1912,313106.0,مشهد - سدکارده (سه‌راه کارده),37936,38661.0,-1.875274824758801
782,264802.0,سه‌راهي خواجه - سه‌راهي هريس,143147,145900.0,-1.8869088416723783
1787,753804.0,نهاوند - ملاير,44084,44937.0,-1.898213053830919
1037,544701.0,شلمان - املش,105764,107842.0,-1.9268930472357708
1786,364559.0,گتوند - شوشتر,44105,44978.0,-1.9409489083551958
2346,953705.0,گناوه - سياه مکان,20166,20567.0,-1.949725288082851
1687,335653.0,شوسف - نهبندان,49271,50258.0,-1.9638664491225275
115,543102.0,لنگرود - رودسر,479079,488700.0,-1.9686924493554327
1420,315452.0,بردسکن - کاشمر,65792,67128.0,-1.990227624836134
1719,364509.0,شوشتر - گتوند,47110,48095.0,-2.0480299407422806
2004,264456.0,مياندوآب - ميانه (ميانه),34078,34794.0,-2.0578260619647066
2377,913851.0,اونگوت - قره آغاج,19168,19574.0,-2.074180034739961
1792,833210.0,ايلام - کرمانشاه(قلاجه),43928,44859.0,-2.075391783142736
1530,973502.0,گنبد - اينچه برون,58670,59916.0,-2.079578075973029
2059,183163.0,طالقان - کرج,32218,32907.0,-2.0937794390251314
588,313822.0,مهنه - شادمهر (متناظر توزين),187558,191577.0,-2.097850994639231
2411,143135.0,جاده قديم قم - کاشان (تقاطع آزادراه - سن سن),17404,17779.0,-2.1092299904381573
1742,414656.0,اوز - گراش,45958,46953.0,-2.1191404170127575
2056,213751.0,فريدونشهر - سه راهي ازون بلاغ,32417,33121.0,-2.1255396878113584
452,543222.0,سنگر - سياهکل,229765,234755.0,-2.1256203275755574
1871,453403.0,کرمان - بافت (نگار),39929,40799.0,-2.132405206009951
1878,314305.0,قوچان - سبزوار (سه‌راه چکنه - سلطان‌آباد),39683,40549.0,-2.1356876865027496
1251,334752.0,بجستان - فردوس (برون),80808,82578.0,-2.14342803167914
321,313954.0,چناران - قوچان,273536,279595.0,-2.1670630733739875
7,183111.0,آزادراه کرج - قزوين (گلشهر),1531149,1565145.0,-2.1720671247711874
912,263702.0,جلفا - مرند,121703,124414.0,-2.179015223367145
413,873202.0,دامغان - سمنان (صيد آباد) (متناظر توزين),240400,245774.0,-2.186561637927527
2488,364301.0,چزابه - بستان (پايانه مرزي ),13266,13564.0,-2.1969920377469774
1906,323257.0,سه راهي ايرج - سنخواست,38358,39222.0,-2.202845341899954
953,753351.0,قروه - صالح آباد,117056,119702.0,-2.2104893819652136
937,713452.0,پاوه - روانسر (روانسر),118578,121265.0,-2.2158083536057394
2307,214351.0,جاده قديم قم - کاشان (سن سن - کاشان),21722,22218.0,-2.2324241605905124
2350,753601.0,شيرين سو - زرين رود,20042,20500.0,-2.2341463414634144
2392,215351.0,داران - چادگان,18512,18939.0,-2.254606895823433
564,323501.0,فاروج - قوچان (فاروج),193949,198435.0,-2.260689898455414
662,953651.0,عسلويه - کنگان,168603,172533.0,-2.277825111717758
1767,453111.0,سه‌راهي راين - راين,45174,46232.0,-2.2884582107631077
1924,543504.0,منجيل - طارم (منجيل - گيلوان),37276,38151.0,-2.2935178632277005
1963,163106.0,سمنان - کياسر,35846,36691.0,-2.3030170886593444
1240,753951.0,روعان - فامنين,82150,84087.0,-2.303566544174486
1527,513454.0,اليگودرز - خمين,58828,60220.0,-2.3115244104948522
1013,453751.0,رفسنجان - باغين,109200,111787.0,-2.314222584021398
1222,323206.0,اسفراين - سبزوار (اسفراين),83356,85335.0,-2.3190953301693327
799,773103.0,بروجن - سفيددشت,139943,143266.0,-2.319461700612846
1450,164621.0,عباس آباد - کلاردشت,64028,65552.0,-2.324871857456676
1997,313159.0,جاده قديم باغچه - مشهد,34356,35176.0,-2.331134864680464
2,183117.0,آزادراه کرج - قزوين (ترمينال کلانتري),1835724,1879831.0,-2.3463279411819467
467,873377.0,بسطام - شاهرود,225957,231400.0,-2.3522039757994815
777,313122.0,فريمان - مشهد (فريمان - سنگ بست),144001,147495.0,-2.368893860808841
1381,413553.0,نيريز - استهبان,68386,70063.0,-2.3935600816408087
940,214901.0,آزادراه نطنز - اصفهان (عوارضي اصفهان),118148,121060.0,-2.4054188005947466
56,113256.0,آزادراه پرديس - تهران (عوارضي پرديس),637554,653454.0,-2.433224067799723
751,913201.0,اردبیل - نير (نیر),149381,153114.0,-2.438052692764868
1296,364652.0,شوشتر - مسجدسليمان (شوشتر - سه‌راهي گاو سوار),76291,78205.0,-2.447413848219423
719,363204.0,اهواز - حميديه,156096,160025.0,-2.455241368536166
1870,913502.0,سه‌راهي سربند - اصلاندوز,39935,40943.0,-2.4619593092836385
2187,314201.0,درگز - قوچان (درگز - امام قلي),27429,28131.0,-2.4954676335715047
142,113419.0,دماوند - فيروزکوه (دماوند - آبسرد),438615,449850.0,-2.4974991663887964
62,143107.0,آزادراه قم - تهران (نعلبندان),610406,626042.0,-2.4975960079355697
2288,853111.0,ياسوج - سپيدار,23041,23634.0,-2.509097063552509
1351,413552.0,فسا - استهبان (سه‌راهي فسا - استهبان),70652,72477.0,-2.5180402058584104
1588,813111.0,خرم آباد - سپيددشت,55355,56788.0,-2.5234204409382266
434,513671.0,آزادراه همدان - ساوه (عوارضي ساوه),234308,240388.0,-2.5292443882390137
2499,333277.0,سربيشه - خوسف,12575,12904.0,-2.5495970241785493
404,413174.0,کازرون - شيراز (دشت ارژن - خان زنيان),241938,248273.0,-2.5516266368070633
1734,414501.0,نيريز - سيرجان (نیریز),46220,47438.0,-2.567561870230617
107,543152.0,رودسر - لنگرود,494333,507386.0,-2.5725975884238035
2312,214301.0,جاده قديم کاشان - قم (کاشان - سن سن),21601,22175.0,-2.588500563697858
180,214202.0,آزادراه کاشان - قم (کاشان - مشکات),391676,402137.0,-2.6013522754683107
1323,314351.0,بردسکن - سبزوار (سبزوار),74060,76042.0,-2.6064543278714396
2208,414359.0,جهرم - سه راهي ميمند,26558,27276.0,-2.632350784572518
618,264415.0,جاده قديم بستان آباد - تبريز (تبريز),180613,185508.0,-2.6387002177803653
655,213283.0,اردستان- نطنز (آزادراه کنار گذر شرقي - کيلومتر1),170159,174779.0,-2.643338158474416
2385,215301.0,چادگان - داران,18886,19400.0,-2.649484536082474
1669,913901.0,مشگين شهر - اهر,50411,51788.0,-2.6589171236579903
1629,643807.0,ميناب - بشاگرد,53125,54577.0,-2.660461366509702
830,574151.0,ماکو - بازرگان,134405,138100.0,-2.675597393193338
784,414901.0,نورآباد - گچساران (باباميدان - گچساران),142571,146500.0,-2.681911262798635
1926,113465.0,سمنان - فيروزکوه (فيروزکوه),37159,38186.0,-2.6894673440527943
1376,313109.0,جاده قديم مشهد - باغچه,68561,70456.0,-2.689621891677075
1498,513659.0,جاده قديم سلفچگان - ساوه (آوه - ساوه),60872,62556.0,-2.691987978771021
526,163155.0,جويبار - ساري,204646,210355.0,-2.713983504076442
929,263752.0,مرند - جلفا,119733,123078.0,-2.7177887193487056
628,313872.0,شادمهر - مهنه,177415,182377.0,-2.720737812333792
220,363853.0,آبادان - خرمشهر,351755,361613.0,-2.7261188065694544
990,264352.0,اهر - سه راهي هريس,111631,114782.0,-2.7452039518391387
513,973901.0,آزادشهر - مينودشت,208608,214501.0,-2.747306539363453
218,513603.0,آزادراه تهران - ساوه (مامونيه),353911,363927.0,-2.7522003039071024
2331,733303.0,همدان - بيجار (بيجار),21012,21615.0,-2.7897293546148507
98,113278.0,آزادراه ساوه - تهران (پرند),507611,522451.0,-2.840457765417235
942,953709.0,گناوه - برازجان,118003,121455.0,-2.8422049318677702
1122,363627.0,هنديجان - ديلم (خروجي استان),96355,99248.0,-2.9149201999032726
1371,913106.0,سه‌راهي خلخال - سرچم (كجل),68927,70998.0,-2.916983577002169
1658,263107.0,جاده قديم بستان‌آباد - تبريز,51156,52703.0,-2.9353167751361404
2084,873253.0,معلمان - دامغان,31438,32390.0,-2.939178758876196
2461,813654.0,بيرانشهر - بروجرد,14544,14995.0,-3.0076692230743585
867,114351.0,کمربندي دوم تهران (شورآباد - جاده ورامين),127877,131896.0,-3.047097713349912
1770,163203.0,جاده قديم بابل - آمل,45114,46537.0,-3.057781979929948
382,184206.0,كرج - ماهدشت,248872,256743.0,-3.0657116260229103
442,973952.0,گنبد - آزادشهر,232044,239423.0,-3.081992958070027
1434,263157.0,جاده قديم تبريز - بستان‌آباد,64939,67013.0,-3.0949218808290926
315,913101.0,اردبيل - آستارا (گيلانده - نمين) (متناظر توزين),277048,285902.0,-3.096865359458836
2447,453206.0,باغين - کمربندي کرمان (سرآسياب),15225,15717.0,-3.1303683909142968
1151,953852.0,بهبهان - ديلم,92665,95664.0,-3.1349305903997324
2129,333903.0,طبس - خور (طبس),29349,30302.0,-3.1450069302356285
900,453152.0,ماهان - سه‌راهي راين (ماهان),123226,127233.0,-3.149340186901197
1248,183119.0,کرج - چالوس (سد کرج),81224,83881.0,-3.1675826468449353
1260,613754.0,چابهار(منطقه آزاد چابهار) - نيکشهر(سه راهي نيکشهر),79521,82125.0,-3.1707762557077626
797,913301.0,اردبيل - آستارا (تونل حيران - آق چاي),140052,144681.0,-3.1994525887988052
325,163254.0,بابل - گتاب,272069,281092.0,-3.209981073812133
136,163801.0,تنکابن - رامسر,441550,456211.0,-3.2136445635900928
538,543159.0,پيربازار - رشت,201074,207825.0,-3.2484061109106217
92,153156.0,آزادراه رشت - قزوين (کوهين - محمودآباد),521485,539017.0,-3.2525875807256543
426,413272.0,کازرون - شيراز,236496,244511.0,-3.2779711342230002
1641,453154.0,كرمان جوپار,52533,54325.0,-3.2986654394845836
1228,813304.0,پلدختر - بابازيد,83100,85955.0,-3.3215054388924434
724,214552.0,مبارکه - اصفهان,154887,160250.0,-3.3466458658346334
2152,263804.0,جلفا - پلدشت (جلفا),28689,29684.0,-3.3519741274760815
1405,314354.0,اسفراين - سبزوار (سبزوار),66681,69004.0,-3.366471508898035
481,213602.0,داران - تيران,218257,225913.0,-3.3889152018697466
2074,833704.0,مهران - ملکشاهي,31735,32857.0,-3.4147974556411116
720,753352.0,سه راهي پايگاه نوژه - کوريجان,155887,161424.0,-3.4300971354941026
1778,813402.0,اليگودرز - خمين (اليگودرز),44475,46058.0,-3.4369707759781147
364,163265.0,رودهن - آمل (پنجاب - سه راه بلده),259036,268284.0,-3.4470933786584363
383,214952.0,آزادراه اصفهان - نطنز (نطنز),248535,257519.0,-3.488674622066721
1996,974202.0,کلاله - مراوه تپه,34361,35605.0,-3.4938913074006464
1310,733708.0,مريوان - سروآباد,75146,77894.0,-3.527871209592523
589,643128.0,گچين - خونسرخ,187199,194058.0,-3.5345103010440178
1674,264801.0,خواجه - ورزقان,50003,51850.0,-3.562198649951784
1183,913158.0,سراب - نير (نير),88400,91711.0,-3.6102539499078627
445,873105.0,سمنان - سرخه,231009,239697.0,-3.624576027234384
355,363104.0,اهواز - ملاثاني,261218,271071.0,-3.6348410564021973
416,313904.0,قوچان - چناران (متناظر توزين),238986,248004.0,-3.6362316736826825
122,113403.0,رودهن - دماوند,469357,487181.0,-3.6585991654025913
1500,214210.0,قمصر - کاشان,60711,63037.0,-3.689896410044894
2190,453353.0,بافت - رابر (رابر),27341,28391.0,-3.6983551125356624
462,313959.0,فاروج - قوچان (قوچان),226957,235687.0,-3.704065137237098
186,153135.0,آزادراه کنارگذر زنجان - قزوين (بعد از عوارضي 3),386200,401109.0,-3.7169447706234466
620,544151.0,پونل - ضيابر,179977,186960.0,-3.7350235344458707
1440,315402.0,کاشمر - بردسکن,64721,67244.0,-3.7520076140622214
1453,773304.0,سفيددشت - زرين شهر,63860,66370.0,-3.7818291396715384
790,753234.0,همدان - تويسرکان (گنجنامه),142079,147670.0,-3.786144782284824
2013,613101.0,زاهدان - نصرت‌آباد,33610,34940.0,-3.8065254722381225
2351,413355.0,خوانسار - قادرآباد,20030,20823.0,-3.808288911300005
1462,163160.0,کياسر - ساري (گرماب),63482,65999.0,-3.813694146881013
1479,313102.0,مشهد - سرخس (مشهد - رضويه),62524,65013.0,-3.828465076215526
570,313851.0,سه‌راهي شادمهر - تربت‌حيدريه,192496,200168.0,-3.8327804644098955
170,113469.0,فيروزکوه - دماوند (آبسرد - دماوند),410523,426950.0,-3.847523129172034
903,323211.0,کمربندي بجنورد (شرق به غرب),122606,127513.0,-3.848235081913217
159,313111.0,مشهد - شانديز,420798,437642.0,-3.8488079297690803
1861,414603.0,لار - بستک (لار),40173,41791.0,-3.871647005336077
2166,313108.0,مشهد - سرخس (سرخس),28030,29159.0,-3.871874892828972
2459,113463.0,پلور - آبعلي (امامزاده هاشم - سه‌راهي مشاء),14567,15155.0,-3.879907621247113
2120,264701.0,کليبر - جانانلو,29817,31030.0,-3.909120206252014
820,414360.0,جم - فيروز آباد ( محور جديد ),136643,142233.0,-3.9301709167352166
581,953401.0,برازجان - کازرون (برازجان - دالکي) (متناظر توزين),189504,197329.0,-3.9654587009512037
544,873453.0,گرمسار - ايوانکي,199402,207636.0,-3.9655936350151224
712,263764.0,مرند - صوفيان (مرند) (متناظر توزين),156811,163306.0,-3.977196183851175
1123,643157.0,بندرپل - بندرعباس,96315,100322.0,-3.994138872829489
1144,363702.0,بهبهان - ديلم (خروجي خوزستان),93246,97144.0,-4.01259985176645
1456,315553.0,مهنه - گناباد (مهنه),63821,66505.0,-4.035786782948651
224,413154.0,کازرون - شيراز (خان زنيان - شيراز),346067,360709.0,-4.059227798585564
954,753283.0,غارعليصدر- همدان (قبل از سه راهي بهار),117013,121971.0,-4.064900673110822
626,264465.0,جاده قديم تبريز - بستان آباد (تبريز),177804,185356.0,-4.074321845529683
1281,513752.0,ملاير - توره,77754,81061.0,-4.079643725095916
2269,953302.0,دير(جاده ساحلي) - بردخون کهنه,24072,25098.0,-4.087975137461152
446,414851.0,جاده قديم مرودشت - سعادت شهر,230786,240670.0,-4.106868325923464
1468,333501.0,بيرجند - عرب‌آباد (خوسف),63263,65974.0,-4.109194531178949
1591,215302.0,تيران - چادگان (سه راهي سد زاينده‌رود),55266,57640.0,-4.118667591950035
1098,413752.0,سه‌راهي کوار - جهرم (خفر - قطب‌آباد),98967,103236.0,-4.135185400441706
497,263652.0,بناب - مراغه,214408,223671.0,-4.141350465639264
1570,973506.0,گنبد - سه راهي کلاله,56115,58563.0,-4.180113723682188
2375,315501.0,گناباد - فردوس (گناباد),19286,20128.0,-4.1832273449920505
1525,613509.0,زهک-مرز ميلک,58960,61546.0,-4.20173528742729
2391,613270.0,اسپکه - بمپور,18648,19470.0,-4.221879815100154
2097,263852.0,نوردوز - جلفا,31089,32462.0,-4.229560717146201
443,873452.0,ايوانکي - شريف‌آباد,231266,241496.0,-4.236095007784808
1247,973251.0,آق قلا - بندرترکمن,81378,84983.0,-4.242024875563348
616,873280.0,دامغان - سمنان (کمربندي سمنان),181516,189559.0,-4.24300613529297
1894,643303.0,سه راهي چارک - بندرچارک,38878,40603.0,-4.2484545476935205
1523,913401.0,بيله سوار - سه راهي بيله سوار,59101,61742.0,-4.27747724401542
522,543901.0,تالش - آستارا,206441,215695.0,-4.290317346252811
1715,953452.0,اهرم - برازجان,47529,49661.0,-4.293107267272105
384,643144.0,سه راه بابا غلام - بندرعباس,248270,259414.0,-4.295835999599096
2096,333951.0,ديهوک - طبس,31089,32486.0,-4.300313981407376
1688,264851.0,ورزقان - خواجه,49145,51362.0,-4.3164207001285
888,264402.0,سراب - بستان آباد,125023,130667.0,-4.319376736283836
1876,833611.0,سه راهي شباب - حميل,39770,41570.0,-4.330045706038009
958,214290.0,مشهد اردهال - کاشان,116307,121607.0,-4.358301742498376
40,143117.0,آزادراه تهران - قم (رستوران مهتاب),704131,736292.0,-4.367968143073672
470,753103.0,همدان - جوکار,223441,233727.0,-4.400860833365422
1252,323256.0,سبزوار - اسفراين (اسفراين),80782,84512.0,-4.413574403634986
2413,853107.0,ياسوج - سي سخت,17360,18162.0,-4.415813236427706
2117,364302.0,سوسنگرد - بستان,29861,31247.0,-4.4356258200787275
1319,363107.0,رامهرمز - اهواز(رامهرمز),74446,77908.0,-4.443702828977768
1608,733251.0,سردشت - بانه (بانه),54233,56763.0,-4.457128763455068
2062,183113.0,کرج - طالقان,32064,33574.0,-4.49752784893072
967,773105.0,شهرکرد - سامان,115042,120461.0,-4.498551398377898
1829,453161.0,راين - سه‌راهي راين,41793,43764.0,-4.503701672607622
1691,953402.0,برازجان - اهرم,49016,51333.0,-4.513665673153722
375,113458.0,پلور - آبعلي (سه‌راهي مشاء - آبعلي),251771,263679.0,-4.516097224276487
2440,323255.0,اميرآباد - جاجرم (جاجرم),15787,16534.0,-4.517962985363493
146,164452.0,نوشهر - نور (سي سنگان - نور),434509,455144.0,-4.533729984356599
2304,143169.0,پل جاده کاشان - جمکران,21859,22901.0,-4.550019649796952
1952,753602.0,گلتپه - بيجار,36415,38168.0,-4.5928526514357575
1975,113865.0,لتيان - جاجرود,35053,36755.0,-4.630662494898654
2264,313752.0,باخرز - تربت‌جام (تربت‌جام),24211,25393.0,-4.654826133186312
1363,364603.0,سه راهي لالي - لالي (پل کابلي),69623,73028.0,-4.662595168976283
2430,613353.0,زرآباد - چابهار,16256,17053.0,-4.673664457866651
311,643805.0,ميناب - بندرعباس (پل شور) (متناظر توزين),278354,292016.0,-4.678510766533341
279,143168.0,سلفچگان - قم,298647,313322.0,-4.683680048001737
2040,453453.0,بافت - کرمان (نگار),32771,34383.0,-4.688363435418666
2387,873156.0,فولاد محله - شهميرزاد,18851,19784.0,-4.715932066316215
1784,364456.0,ماهشهر - رامشير,44127,46317.0,-4.728285510719607
2533,613605.0,مهرستان - ايرانشهر,9807,10300.0,-4.786407766990291
1580,453164.0,کوهپايه - کرمان,55834,58645.0,-4.79324750618126
1484,153141.0,آوج - رزن (سلطانبلاغ),61878,64997.0,-4.798683016139207
2314,753353.0,قهاوند - کوريجان (حدفاصل تقاطع آزادراه - قهاوند),21582,22670.0,-4.799294221438024
381,363603.0,ماهشهر - بندرامام,249220,261804.0,-4.806649249056546
1768,853314.0,گچساران - ديلم,45167,47449.0,-4.809374275537946
87,153107.0,آزادراه قزوين - رشت (کوهين - مرز استان),544599,572148.0,-4.81501289876046
1443,913904.0,گرمي - اردبيل (رضي - سه‌راه مشکين‌شهر),64668,67944.0,-4.821617802896503
791,753284.0,تويسرکان - همدان(گنجنامه),141989,149186.0,-4.824179212526645
1668,453852.0,رفسنجان - زرند (داوران),50557,53131.0,-4.844629312454122
389,513649.0,آزادراه سلفچگان - ساوه (عوارضي سلفچگان),247300,260007.0,-4.887176114489225
250,323101.0,بجنورد - شيروان (بجنورد),319954,336510.0,-4.919913226947193
2560,364253.0,چنانه - شوش (خروجي استان),7991,8405.0,-4.925639500297442
2503,773112.0,بن - داران,12323,12962.0,-4.929794784755439
495,323105.0,شيروان - بجنورد (سيساب),215199,226360.0,-4.930641456087647
1720,544601.0,سياهکل - ديلمان,46923,49381.0,-4.977622972398291
2154,113855.0,لواسانات - تهران (تلو),28647,30159.0,-5.0134288272157566
144,113453.0,دماوند - رودهن,436890,459979.0,-5.019576980688249
1947,453454.0,بهرامجرد - نگار,36452,38381.0,-5.0259242854537405
1856,913552.0,اصلاندوز - سه‌راهي سربند,40311,42450.0,-5.03886925795053
840,215108.0,مورچه‌خورت - ميمه (سه راهي نطنز - مورچه خورت),133161,140227.0,-5.038972523123221
1631,813161.0,سپيددشت - خرم آباد,53033,55851.0,-5.0455676711249575
2394,315551.0,فردوس - گناباد (گناباد),18367,19344.0,-5.05066170388751
2039,753652.0,بيجار - گلتپه,32794,34550.0,-5.082489146164979
55,263236.0,کنار گذر جنوبي شهيد کسايي (باسمنج - تبريز),648948,683812.0,-5.098477359274186
1157,323158.0,اسفراين - سه راهي ايرج,91198,96105.0,-5.105873783882212
1339,413851.0,بندر عباس - داراب,71715,75580.0,-5.11378671606245
213,363803.0,خرمشهر - آبادان,362523,382195.0,-5.147110768063423
1555,315552.0,قائن - گناباد (گناباد),56864,59957.0,-5.158697066230799
1444,334751.0,ديهوک - فردوس (فردوس),64643,68165.0,-5.166874495708941
1806,364406.0,رامشير - ماهشهر,43178,45533.0,-5.172073001998551
1291,753158.0,تويسرکان - جوکار,76521,80715.0,-5.196060211856532
2359,913801.0,قره آغاج - اونگوت,19623,20701.0,-5.207477899618376
2463,333217.0,ده محمد - بردسکن,14505,15302.0,-5.20846948111358
1745,833260.0,کرمانشاه(قلاجه) - ايلام,45890,48426.0,-5.236856234254327
2012,453404.0,نگار - بهرامجرد,33652,35515.0,-5.245670843305645
212,413104.0,شيراز - کازرون (شيراز - خان زنيان),363198,383351.0,-5.2570620658352265
254,163207.0,رودهن - آمل (پارک جنگلي آمل - آمل) (متناظر توزين),318476,336161.0,-5.260872022632013
1504,613507.0,زابل - سه راهي دشتک,60398,63755.0,-5.265469374950984
825,953652.0,جم - بندر سيراف,135329,142892.0,-5.29280855471265
1595,263452.0,کليبر - اهر,54945,58018.0,-5.296632079699403
2099,364702.0,اميديه - ديلم,31019,32754.0,-5.297062954143005
2001,414551.0,سيرجان - نيريز (نیریز),34177,36094.0,-5.311132044107054
870,113264.0,لواسانات - تهران (سوهانک),127562,134741.0,-5.327999643760993
335,363253.0,شوش - اهواز (شوش - الوان),267446,282504.0,-5.330190015008637
1535,913451.0,سه راهي بيله سوار - بيله سوار,58482,61777.0,-5.333700244427537
1014,413702.0,جهرم - سه‌راهي کوار (قطب‌آباد - خفر) (متناظر توزين),109174,115328.0,-5.336084905660377
455,973651.0,گاليکش - مينودشت,229055,241982.0,-5.342132885917135
48,143167.0,آزادراه قم - تهران (رستوران مهتاب),682826,721533.0,-5.3645502007531185
1846,953754.0,وحدتيه - سعدآباد,40586,42893.0,-5.378499988343086
2480,613656.0,سوران - خاش,13638,14416.0,-5.396781354051054
1358,334901.0,قائن - گناباد (قائن - خضري),70166,74169.0,-5.3971335733257835
1081,143251.0,جمکران - قم (بلوار انتظار),100494,106236.0,-5.404947475432057
343,313151.0,نيشابور - سه‌راه باغچه (ابرش),264025,279141.0,-5.415184440838143
552,323152.0,آشخانه - بجنورد (بيدک),197397,208761.0,-5.443545489818501
139,313146.0,آزادراه مشهد - باغچه (باغچه),439053,464573.0,-5.493216351359205
255,163560.0,کردکوي - گلوگاه (گلوگاه),317406,335892.0,-5.50355471401522
2324,973505.0,اينچه برون - مرز پل,21235,22474.0,-5.51303728753226
1036,453555.0,ماهان - بم (سه‌راهي جيرفت - بم),105912,112112.0,-5.530184101612673
299,813258.0,پلدختر - خرم‌آباد (چم انجير) (متناظر توزين),285661,302514.0,-5.570981838857045
131,753202.0,همدان - سه‌راهي بهار (مهدي‌آباد),450545,477155.0,-5.576804183127075
1828,643277.0,ميناب - جاسک (سيريک),41849,44330.0,-5.596661403113016
2316,573352.0,پيرانشهر - مهاباد (پسوه),21526,22808.0,-5.6208347948088395
2336,643228.0,ايسين - کهورستان,20813,22053.0,-5.62281775722124
2150,414658.0,اوز-خنج,28742,30459.0,-5.63708591877606
2322,313180.0,کلات - مشهد (چنار - مشهد),21256,22531.0,-5.658870001331499
151,153185.0,آزادراه قزوين - زنجان (قبل از عوارضي3),429823,455613.0,-5.660505736227895
1068,643112.0,سه‌راهي چاه اسماعيل - سه‌راهي فارياب,101578,107686.0,-5.672046505581041
1230,143163.0,ورجان - پرديسان,83057,88078.0,-5.700628987942506
1073,733452.0,بانه - سقز (سقز),101091,107235.0,-5.729472653517974
1765,773108.0,سامان - تيران (سامان),45228,47984.0,-5.743581193731244
2014,813301.0,انديمشک - پلدختر,33587,35635.0,-5.747158692296899
1512,163110.0,ساري - کياسر (گرماب),59990,63660.0,-5.765001570845114
1364,543501.0,جاده قديم رستم‌آباد - رودبار,69460,73724.0,-5.783733926536813
1153,263551.0,نير - سراب (سراب),92217,97884.0,-5.789505945813412
2460,323209.0,سنخواست - جاجرم,14565,15461.0,-5.795226699437294
1769,643227.0,جاسک - ميناب (سيريک),45164,47959.0,-5.827894660022102
373,163266.0,رودهن - آمل (گزنک - پنجاب),252046,267649.0,-5.829650026714092
879,213269.0,سجزي - اصفهان,126106,133941.0,-5.8495904913357375
652,853155.0,پاتاوه - ياسوج,170554,181152.0,-5.850335629747395
677,414302.0,فيروزآباد - کوار (سه‌راهي ميمند - کوار),165796,176113.0,-5.858170606372045
2589,833706.0,سه راهي آذر - ترمينال برکت,5608,5957.0,-5.858653684740641
1413,413801.0,داراب - بندر عباس,66110,70227.0,-5.86241758867672
1356,453245.0,کرمان - اختيار آباد,70410,74795.0,-5.862691356374089
2141,974252.0,مراوه تپه - کلاله,29109,30923.0,-5.866183746725738
579,513604.0,سلفچگان - دليجان (سد 15 خرداد),189774,201601.0,-5.8665383604248
801,414308.0,فيروز آباد - قير,139658,148410.0,-5.897176740111852
1644,413715.0,جهرم-قير,52467,55756.0,-5.898916708515675
1350,544357.0,ماسوله - فومن,70703,75162.0,-5.9325190920944095
699,143129.0,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),160162,170266.0,-5.934244065168619
1962,264751.0,جانانلو - کليبر,35887,38154.0,-5.9417099124600306
767,414902.0,نورآباد - قائميه (متناظر توزين),146177,155438.0,-5.958002547639573
1162,513851.0,دليجان - محلات,90953,96721.0,-5.963544628364057
683,363114.0,شوشتر - ملاثاني,164370,174834.0,-5.9851058718555885
1559,573851.0,ماکو - سه‌راهي ايواغلي (قره ضياءالدين - ايواغلي),56609,60221.0,-5.997907706613971
1244,413701.0,سه‌راهي کوار - جهرم (سه‌راهي کوار - خفر),81520,86736.0,-6.013650617967165
676,873102.0,سمنان - مهديشهر,165804,176447.0,-6.031839589225093
1932,264753.0,اصلاندوز - اسکانلو,36977,39366.0,-6.0686887161509935
1359,153452.0,زياران- آبيک,69888,74425.0,-6.096069868995633
2407,413305.0,قادرآباد - خوانسار,17658,18806.0,-6.104434754865468
9,183161.0,آزادراه قزوين - کرج (گلشهر),1289137,1373129.0,-6.116832431621501
2473,873307.0,معلمان - جندق,14009,14928.0,-6.156216505894962
1976,543554.0,طارم - منجيل (گيلوان - منجيل),34973,37276.0,-6.178238008369997
2365,113805.0,تهران - لواسانات (تلو),19458,20740.0,-6.181292189006751
