|code|nowruz_02|nowruz_03
299|333267|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-02']
300|333271||['1402-12-21', '1402-12-22', '1402-12-23', '1402-12-24', '1402-12-25', '1402-12-26', '1402-12-27', '1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-15']
301|333273|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|['1402-12-29']
302|333275|['1401-12-19', '1402-01-13']|
303|333275.0||['1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-16']
304|333312||['1403-01-20']
305|333403||['1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-16', '1403-01-17']
306|333404||['1402-12-27', '1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-10']
307|333408||['1402-12-18', '1402-12-19', '1402-12-20', '1402-12-21', '1402-12-22', '1402-12-23', '1402-12-24', '1402-12-25', '1402-12-26', '1402-12-27', '1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05']
308|333451||['1402-12-24', '1402-12-25', '1402-12-26', '1402-12-27', '1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03']
309|333453||['1403-01-08', '1403-01-09']
310|333458||['1402-12-17', '1402-12-18', '1402-12-25', '1403-01-09', '1403-01-10']
311|333552|['1402-01-13']|
312|333562||['1403-01-09']
313|333901||['1403-01-09']
314|333902|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-04', '1403-01-09', '1403-01-10']
315|333903|['1401-12-29']|['1402-12-28', '1402-12-29']
316|334701|['1401-12-29', '1402-01-02']|
317|334701.0||['1402-12-29', '1403-01-01', '1403-01-02']
318|334702||['1402-12-29', '1403-01-06']
319|334703|['1402-01-13']|
320|334751|['1401-12-29', '1402-01-04']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-03', '1403-01-05']
321|334752|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1402-12-29', '1403-01-01', '1403-01-03', '1403-01-04', '1403-01-05']
322|334753|['1402-01-01', '1402-01-02', '1402-01-13']|
323|335654|['1401-12-24', '1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29']|
324|362113||['1403-01-03', '1403-01-04', '1403-01-10', '1403-01-13', '1403-01-14']
325|362113.0|['1402-01-04', '1402-01-13', '1402-01-14']|
326|362163|['1402-01-03', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-12']
327|363104|['1402-01-13']|['1403-01-09']
328|363107|['1402-01-13']|
329|363114|['1402-01-13']|
330|363152|['1402-01-02']|['1403-01-04', '1403-01-05', '1403-01-09', '1403-01-10']
331|363154|['1402-01-13']|
332|363201|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10']|['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
333|363230||['1403-01-02', '1403-01-09', '1403-01-12']
334|363230.0|['1402-01-10', '1402-01-12']|
335|363251|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-09']
336|363280||['1403-01-13', '1403-01-14']
337|363280.0|['1402-01-04', '1402-01-13', '1402-01-14']|
338|363304||['1403-01-10']
339|363313|['1402-01-16']|['1403-01-10']
340|363314|['1401-12-24', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-10', '1402-01-11']|
341|363354|['1401-12-26', '1401-12-29']|
342|363363||['1403-01-07', '1403-01-08']
343|363364|['1401-12-24', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-10', '1402-01-11']|
344|363402|['1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-14']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
345|363452|['1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1402-12-28', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-13']
346|363501||['1403-01-06']
347|363551||['1403-01-06']
348|363606|['1402-01-02', '1402-01-03']|
349|363607|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|
350|363627|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
351|363677|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
352|363678||['1403-01-08', '1403-01-10']
353|363703||['1403-01-07', '1403-01-08', '1403-01-09']
354|363751|['1402-01-05']|
355|363753|['1402-01-10']|['1403-01-07', '1403-01-08', '1403-01-09', '1403-01-11']
356|364201|['1401-12-29', '1402-01-02']|
357|364203|['1401-12-28']|
358|364251|['1402-01-02']|
359|364301|['1401-12-28']|
360|364353||['1403-01-03', '1403-01-10', '1403-01-12', '1403-01-13', '1403-01-17']
361|364401|['1402-01-10']|['1403-01-08', '1403-01-09', '1403-01-12']
362|364402|['1401-12-25']|['1403-01-09']
363|364403|['1402-01-04', '1402-01-13', '1402-01-14']|['1403-01-13', '1403-01-14']
364|364404||['1403-01-10', '1403-01-13']
365|364406||['1402-12-18']
366|364451|['1402-01-04', '1402-01-13']|['1403-01-04', '1403-01-13']
367|364452|['1402-01-04']|['1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
368|364453||['1403-01-09']
369|364454|['1402-01-13']|
370|364501||['1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
371|364502|['1402-01-13']|['1403-01-04', '1403-01-07', '1403-01-09', '1403-01-10', '1403-01-13']
372|364503||['1402-12-27', '1402-12-28', '1403-01-09']
373|364508|['1402-01-10']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
374|364509|['1402-01-13']|
375|364510||['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
376|364551||['1402-12-28', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
377|364552||['1403-01-09']
378|364553||['1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
379|364558||['1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
380|364559|['1402-01-13']|['1403-01-13']
381|364560||['1402-12-28', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
382|364601|['1402-01-03', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-02', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
383|364602|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-13']
384|364603|['1402-01-03', '1402-01-04', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-13']
385|364651|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-13', '1402-01-14']|['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-13', '1403-01-14']
386|364652|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-09', '1403-01-10', '1403-01-12']
387|364653|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-13']
388|364702|['1402-01-02', '1402-01-03']|['1403-01-02', '1403-01-03', '1403-01-09']
389|364752|['1402-01-02', '1402-01-04', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-10']
390|410247||['1403-01-08']
391|413101||['1403-01-12']
392|413107.0||['1403-01-10', '1403-01-11']
393|413108|['1401-12-23', '1402-01-13']|
394|413108.0||['1403-01-13']
395|413109||['1403-01-02', '1403-01-07', '1403-01-08', '1403-01-09']
396|413124.0||['1403-01-02', '1403-01-07', '1403-01-08', '1403-01-09']
397|413158|['1402-01-13']|
398|413158.0||['1403-01-13']
399|413159|['1402-01-04', '1402-01-05', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-14']|['1403-01-04', '1403-01-08', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
400|413174|['1402-01-04', '1402-01-13', '1402-01-14']|
401|413174.0||['1403-01-10', '1403-01-13', '1403-01-14']
402|413202|['1402-01-05', '1402-01-06', '1402-01-07', '1402-01-11', '1402-01-12']|
403|413252|['1402-01-02', '1402-01-03']|
404|413267|['1402-01-04', '1402-01-13']|
405|413267.0||['1403-01-13']
406|413272|['1402-01-14']|
407|413272.0||['1403-01-14']
408|413301|['1401-12-28', '1401-12-29', '1402-01-02']|
409|413302||['1403-01-17']
410|413304|['1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|
411|413351|['1402-01-05', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-11']|
412|413354|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|
413|413606||['1402-12-28', '1403-01-02', '1403-01-03']
414|413656||['1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
415|413702|['1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
416|413765|['1402-01-13']|
417|413801.0|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-14']|['1403-01-04', '1403-01-05', '1403-01-07']
418|413851.0|['1402-01-06']|['1402-12-28', '1403-01-07', '1403-01-08', '1403-01-09']
419|414102|['1401-12-12']|
420|414114||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
421|414115||['1403-01-12', '1403-01-13']
422|414152|['1401-12-12', '1402-01-04', '1402-01-13']|
423|414158|['1401-12-27', '1401-12-28', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-07']
424|414202|['1402-01-12', '1402-01-13']|['1403-01-13']
425|414252|['1402-01-12', '1402-01-13']|['1403-01-13']
426|414302|['1402-01-13']|
427|414307|['1402-01-11', '1402-01-12', '1402-01-13']|
428|414307.0||['1403-01-10', '1403-01-12', '1403-01-13']
429|414308|['1401-12-10', '1401-12-11', '1401-12-16', '1401-12-17', '1401-12-29', '1402-01-12']|
430|414309|['1402-01-13']|
431|414309.0||['1403-01-13']
432|414310|['1401-12-29', '1402-01-02']|
433|414310.0||['1403-01-02', '1403-01-07', '1403-01-08']
434|414311|['1401-12-12', '1401-12-17', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|
435|414311.0||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
436|414352|['1401-12-29']|['1403-01-02']
437|414357|['1402-01-11', '1402-01-12', '1402-01-13']|
438|414357.0||['1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
439|414359|['1402-01-13']|
440|414359.0||['1403-01-13']
441|414360|['1402-01-04', '1402-01-06', '1402-01-11', '1402-01-12']|
442|414360.0||['1403-01-05', '1403-01-10', '1403-01-11', '1403-01-12']
443|414402||['1403-01-02', '1403-01-03', '1403-01-04']
444|414403|['1402-01-04', '1402-01-05', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-10', '1403-01-12', '1403-01-13']
445|414452||['1403-01-10', '1403-01-11']
446|414453|['1402-01-03', '1402-01-04', '1402-01-13']|['1403-01-02', '1403-01-10', '1403-01-13']
447|414551.0||['1402-12-23']
448|414601|['1402-01-06', '1402-01-15']|
449|414602||['1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
450|414603|['1402-01-12', '1402-01-13']|
451|414604|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-17']|
452|414614|['1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09']
453|414653|['1402-01-13']|
454|414654|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-17', '1402-01-13']|
455|414657|['1401-12-27']|
456|414658|['1401-12-12']|
457|414801|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-13']|['1403-01-04', '1403-01-07', '1403-01-13']
458|414802|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|
459|414803|['1401-12-21']|
460|414806|['1401-12-28', '1401-12-29']|
461|414807|['1401-12-28', '1401-12-29']|
462|414819|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|
463|414851|['1402-01-03', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-12']
464|414852|['1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|
465|414856|['1402-01-10']|
466|414869|['1401-12-28', '1401-12-29', '1402-01-02', '1402-01-03', '1402-01-04']|
467|414901|['1401-12-29', '1402-01-02', '1402-01-03']|
468|414901.0||['1403-01-02', '1403-01-07', '1403-01-08', '1403-01-09']
469|414902|['1402-01-04']|['1403-01-04', '1403-01-07']
470|414951|['1402-01-04', '1402-01-05', '1402-01-06']|
471|414951.0||['1403-01-10']
472|414952|['1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|['1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
473|453102|['1402-01-13']|
474|453104|['1402-01-13']|
475|453112|['1402-01-13']|['1403-01-13']
476|453113|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-15', '1403-01-16', '1403-01-17', '1403-01-18', '1403-01-19', '1403-01-20']
477|453114|['1402-01-13']|
478|453154|['1402-01-13']|
479|453154.0||['1403-01-13']
480|453163|['1402-01-03', '1402-01-04', '1402-01-11', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-15', '1403-01-16', '1403-01-17', '1403-01-18', '1403-01-19', '1403-01-20']
481|453164|['1402-01-13']|['1403-01-13']
482|453203.0|['1402-01-12']|
483|453204|['1402-01-13']|['1403-01-13']
484|453205|['1402-01-13']|
485|453206||['1403-01-08']
486|453246.0||['1402-12-24']
487|453247||['1403-01-18', '1403-01-19']
488|453251|['1401-12-29', '1402-01-02', '1402-01-04']|['1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06']
489|453253|['1402-01-13']|
490|453254|['1402-01-13']|
491|453254.0||['1403-01-13']
492|453256|['1401-12-26']|['1402-12-19', '1403-01-08', '1403-01-09', '1403-01-13']
493|453297|['1402-01-13']|
494|453299|['1402-01-13']|['1403-01-13']
495|453301|['1402-01-13']|
496|453302|['1402-01-13']|
497|453311|['1402-01-13']|
498|453351||['1402-12-21']
499|453352|['1402-01-12']|
500|453361|['1402-01-13']|['1403-01-13']
501|453401|['1402-01-05', '1402-01-13']|['1403-01-04', '1403-01-13']
502|453451|['1402-01-05']|['1403-01-04', '1403-01-13']
503|453502|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13']|
504|453505|['1402-01-12', '1402-01-13']|
505|453555|['1402-01-13']|['1403-01-13']
506|453602|['1402-01-13']|
507|453603|['1402-01-13']|
508|453611|['1401-12-23', '1402-01-13']|
509|453619|['1402-01-13']|
510|453652|['1402-01-13']|
511|453653|['1402-01-13']|
512|453655|['1402-01-13']|
513|453661|['1401-12-23', '1402-01-13']|
514|453669|['1402-01-13']|
515|453702||['1402-12-29', '1403-01-03', '1403-01-06', '1403-01-08', '1403-01-12', '1403-01-20']
516|453704|['1401-12-29', '1402-01-02']|
517|453707|['1402-01-13']|
518|453753|['1401-12-29']|
519|453754|['1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-13']|
520|453757|['1402-01-13']|['1403-01-13']
521|453801|['1402-01-12']|['1403-01-09']
522|453802.0|['1402-01-11']|
523|453851|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-13']
524|453853|['1402-01-13']|
525|453901|['1401-12-29', '1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04']
526|453904||['1403-01-13']
527|453927.0||['1403-01-06', '1403-01-07']
528|453930||['1403-01-02']
529|453931||['1403-01-13']
530|453951|['1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|['1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
531|453954|['1402-01-13']|['1403-01-13']
532|453958|['1401-12-29']|
533|453980|['1402-01-11']|
534|453981|['1402-01-13']|['1403-01-13']
535|454103|['1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|
536|454153|['1402-01-02']|
537|454203|['1402-01-02', '1402-01-03', '1402-01-04']|
538|454216|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|
539|454220|['1401-12-28', '1401-12-29', '1402-01-02']|
540|454264|['1402-01-12']|
541|454266|['1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|
542|454268|['1402-01-09', '1402-01-10']|
543|513102|['1401-12-28', '1401-12-29']|
544|513105|['1401-12-25', '1401-12-28', '1401-12-29']|
545|513112||['1402-12-28']
546|513151||['1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-14']
547|513152.0|['1402-01-14']|
548|513153|['1402-01-14']|
549|513161||['1403-01-13']
550|513162.0|['1402-01-14']|
551|513215|['1401-12-28', '1401-12-29']|
552|513265|['1402-01-14']|
553|513267||['1403-01-10', '1403-01-18']
554|513403|['1402-01-13']|
555|513453|['1402-01-13']|['1403-01-09']
556|513454|['1402-01-13']|['1403-01-13']
557|513603|['1401-12-28', '1401-12-29']|
558|513605|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
559|513606||['1402-12-28', '1402-12-29']
560|513608|['1401-12-29']|
561|513621|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
562|513652|['1402-01-13']|
563|513655|['1402-01-14']|['1403-01-14']
564|513661|['1401-12-29']|
565|513670|['1401-12-29']|
566|513671|['1402-01-14']|
567|513699|['1401-12-28', '1401-12-29']|
568|513702|['1401-12-28', '1401-12-29']|['1402-12-29']
569|513703|['1401-12-28']|
570|513751|['1401-12-29']|
571|513753|['1402-01-14']|
572|543102|['1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-07']
573|543112||['1403-01-09']
574|543118||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
575|543119||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
576|543120||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-17']
577|543152|['1402-01-04', '1402-01-05', '1402-01-06']|['1403-01-05', '1403-01-07']
578|543155|['1401-12-29']|['1402-12-29']
579|543168||['1403-01-02', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
580|543170||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-15', '1403-01-16', '1403-01-17', '1403-01-18', '1403-01-19', '1403-01-20']
581|543201|['1402-01-05']|
582|543222|['1401-12-29', '1402-01-03']|
583|543230||['1403-01-12']
584|543251|['1402-01-01']|
585|543272||['1402-12-29']
586|543285||['1403-01-08']
587|543310|['1402-01-09']|
588|543352|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-09']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-09', '1403-01-10']
589|543402|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|
590|543402.0||['1403-01-05', '1403-01-07', '1403-01-09']
591|543403|['1402-01-04']|
592|543404|['1402-01-03', '1402-01-04']|['1403-01-07', '1403-01-09']
593|543452|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|
594|543452.0||['1402-12-19', '1403-01-04', '1403-01-05', '1403-01-07']
595|543454|['1402-01-04', '1402-01-05']|['1403-01-04', '1403-01-10']
596|543503||['1403-01-12']
597|543553||['1402-12-29']
598|543556||['1403-01-06', '1403-01-08', '1403-01-09']
599|543601|['1402-01-03']|
600|543602||['1403-01-07']
601|543602.0|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|
602|543609.0|['1402-01-05']|['1403-01-03', '1403-01-04', '1403-01-07']
603|543651|['1402-01-03', '1402-01-04', '1402-01-05']|
604|543652|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-09', '1402-01-10']|['1403-01-05']
605|543656||['1402-12-23']
606|543659.0||['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-10']
607|543701|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-04', '1403-01-07', '1403-01-09', '1403-01-10']
608|543751|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-09', '1403-01-10']
609|543901|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07']
610|543904|['1401-12-28', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09']|['1403-01-09']
611|543951|['1402-01-03']|
612|543954|['1401-12-28', '1402-01-04']|
613|544251||['1403-01-09']
614|544308|['1402-01-11']|
615|544309|['1402-01-03']|
616|544502|['1402-01-04']|
617|544551|['1401-12-29']|
618|573104||['1403-01-03', '1403-01-04', '1403-01-10']
619|573105|['1402-01-17']|
620|573154||['1403-01-04', '1403-01-10']
621|573202||['1403-01-10']
622|573211||['1403-01-13']
623|573226||['1403-01-13']
624|573261||['1403-01-13']
625|573276||['1403-01-13']
626|573301||['1402-12-29', '1403-01-01', '1403-01-02']
627|573401||['1403-01-12']
628|573402||['1403-01-13']
629|573451|['1401-12-29']|['1402-12-29', '1403-01-02']
630|573502|['1401-12-22', '1401-12-23']|
631|573503|['1402-01-13']|
632|573518||['1403-01-13']
633|573553|['1402-01-13']|['1403-01-13']
634|573567.0||['1402-12-13', '1402-12-14', '1402-12-15', '1402-12-19', '1402-12-20', '1402-12-21', '1402-12-22']
635|573568||['1403-01-13']
636|573709||['1403-01-07', '1403-01-08', '1403-01-13']
637|573751|['1401-12-25']|['1402-12-17', '1403-01-09']
638|573759||['1403-01-07', '1403-01-08', '1403-01-13']
639|573801|['1402-01-18']|
640|573802|['1402-01-13']|['1403-01-13']
641|573851|['1402-01-08']|
642|573852|['1402-01-13']|['1403-01-13']
643|573853|['1401-12-10']|
644|573903|['1402-01-13']|['1403-01-13']
645|573951.0||['1403-01-07', '1403-01-08']
646|573953|['1402-01-13']|['1403-01-13']
647|573954||['1403-01-13']
648|574102|['1401-12-25']|
649|574105||['1403-01-05']
650|574106|['1402-01-13']|['1403-01-13']
651|574156|['1402-01-13']|['1403-01-13']
652|574157|['1402-01-13']|
653|574161||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-15']
654|613102||['1403-01-09']
655|613106|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29']|
656|613151||['1402-12-14', '1402-12-16', '1402-12-17', '1402-12-18', '1402-12-19', '1402-12-20', '1403-01-09']
657|613156|['1401-12-19', '1402-01-02', '1402-01-04']|
658|613243.0||['1402-12-22']
659|613244||['1403-01-01', '1403-01-02']
660|613271|['1402-01-10']|
661|613292|['1402-01-13']|
662|613293||['1402-12-22']
663|613304|['1402-01-02', '1402-01-06', '1402-01-07']|['1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08']
664|613351|['1401-12-27']|
665|613353.0|['1402-01-01', '1402-01-02']|['1403-01-07', '1403-01-08']
666|613354|['1401-12-29', '1402-01-02']|
667|613414||['1403-01-09', '1403-01-10']
668|613414.0|['1401-12-16', '1401-12-17', '1401-12-19', '1401-12-23', '1401-12-24', '1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|
669|613460||['1403-01-09', '1403-01-10']
670|613464|['1402-01-02']|
671|613502||['1402-12-10', '1402-12-12', '1402-12-13', '1403-01-09']
672|613505|['1401-12-25', '1401-12-28', '1401-12-29']|
673|613507||['1403-01-09']
674|613510|['1402-01-02']|
675|613552||['1402-12-10', '1402-12-12', '1402-12-13']
