code,name,avg_speed_1to3,avg_spped_total,diff_speed
163551,گلوگاه - بهشهر,100,98,-2
813258,پلدختر - خرم‌آباد (چم انجير) (متناظر توزين),83,81,-2
813304,پلدختر - بابازيد,80,78,-2
363253,شوش - اهواز (شوش - الوان),92,90,-2
333110,ديهوک - راور (زنوغان),99,97,-2
853312.0,گچساران - بهبهان (گچساران - خيرآباد),76,74,-2
153123,قزوين - معلم کلايه,76,74,-2
573261,اشنويه - اروميه (اروميه),76,74,-2
153164,آزادراه کرج - قزوين (3کيلومتر بعد از عوارضي1 قزوين),99,97,-2
713101,کرمانشاه - بيستون,85,82,-3
933503,فيض‌آباد - سانيج,81,78,-3
773455,چلگرد - چادگان (مرز استان),81,78,-3
933505,دهشير - مهريز,61,58,-3
813751,هرسين - نورآباد,90,87,-3
163271,آمل- رودهن(پلور- امامزاده هاشم),63,60,-3
933555,مهريز - دهشير,60,57,-3
933552,دهشير - تفت (اسلاميه),87,84,-3
113408.0,آبعلي - پلور (آبعلي - سه‌راهي مشاء),63,60,-3
713903,کنگاور - تويسرکان,76,73,-3
973308,گرگان - علي آباد (متناظر توزين),62,59,-3
713952.0,سه راهي نهاوند - کنگاور,63,60,-3
673703,خدابنده - بيجار (خورخوره),49,46,-3
113228,آزادراه تهران - ساوه (پرند),82,79,-3
773451,چلگرد - فارسان (فارسان),80,77,-3
673701,خدابنده - ابهر (خدابنده),75,72,-3
113651,حسن‌آباد - رباط‌کريم (جاده قديم قم - وهن آباد),85,82,-3
113654,آزادراه قم - تهران (بين فرودگاه و حسن آباد),105,102,-3
933404,بهاباد - آسفيج,82,79,-3
714252,صحنه - بستون,87,84,-3
813154,دورود - سه راهي چالان چولان,71,68,-3
933259,مهريز - يزد (متناظر توزين),81,78,-3
713953,تويسرکان - کنگاور,73,70,-3
713603,سنقر - کامياران,83,80,-3
933612,مروست - ابرکوه,75,72,-3
773504,مال خليفه - سميرم,75,72,-3
163251,آمل - بابل,71,68,-3
673505,ابهر - خرمدره کمربندي,61,58,-3
813603,بروجرد - اشترينان,76,73,-3
713107,ماهيدشت - اسلام آباد,106,103,-3
713272,کمربندي غربي کرمانشاه (اسلام آباد - قزانچي),95,92,-3
263153,جزيره اسلامي - تبريز,84,81,-3
973156,آق قلا - گرگان,74,71,-3
214951,آزادراه اصفهان - نطنز (عوارضي اصفهان),108,105,-3
813552,اليگودرز - ازنا (متناظر توزين),77,74,-3
113353,شهريار - آدران,73,70,-3
113417,دماوند - فيروزکوه (آبسرد - سربندان),97,94,-3
113416,فيروزکوه - دماوند (آبسرد - گيلاوند),99,96,-3
113414,کمربندي جنوبي رودهن (پرديس - دماوند),105,102,-3
813301,انديمشک - پلدختر,96,93,-3
215351,داران - چادگان,97,94,-3
933764,مروست - مهريز,82,79,-3
933753,منشاد - مهريز,90,87,-3
215301,چادگان - داران,92,89,-3
813653,اشترينان - بروجرد,73,70,-3
215255,بروجن - مبارکه (قمشلو),85,82,-3
933703,مهريز - منشاد,91,88,-3
813654,بيرانشهر - بروجرد,86,83,-3
164105,قائمشهر - فيروزکوه (شيرگاه - پل سفيد),74,71,-3
813162.0,کوهدشت - پل دختر (سه راهي زانوگه - سه راهي بابازيد),55,52,-3
215201,شهرضا - طالخونچه,83,80,-3
933702,مهريز - انار (مهريز),82,79,-3
215152,مورچه‌خورت - شاهين‌شهر (بزرگراه آزادگان),97,94,-3
113467,فيروزکوه - دماوند (سربندان - آبسرد),93,90,-3
813701,نورآباد - هرسين,91,88,-3
813354,بابازيد - پلدختر,80,77,-3
214952.0,آزادراه اصفهان - نطنز (نطنز),97,94,-3
933252,خضرآباد - يزد,81,78,-3
853353,بهبهان - گچساران (سعادت آباد),71,68,-3
733101,کامياران - سه راهي موچش,57,54,-3
753158,تويسرکان - جوکار,58,55,-3
153163,آزادراه زنجان - قزوين (تاکستان),110,107,-3
213105,اصفهان - علويجه,106,103,-3
213255,کمربندي شرق اصفهان (جاده نائين - سپاهان شهر),74,71,-3
753203.0,اسد آباد - کنگاور,88,85,-3
753201,سه راهي صالح آباد - اسد آباد,87,84,-3
753160,سه راهي روعان - سه راهي پايگاه نوژه,94,91,-3
913104,اردبيل - گرمي (اردبيل - سه‌راه مشکين‌شهر),91,88,-3
753159.0,پل123 - فامنين,88,85,-3
913152,خلخال - اردبيل (اردبيل),90,87,-3
913227,اردبيل - خلخال,89,86,-3
213283,اردستان- نطنز (آزادراه کنار گذر شرقي - کيلومتر1),144,141,-3
753156,جوکار - ملاير,83,80,-3
773107,شهرکرد - نافچ,91,88,-3
213284,اردستان - نطنز (آزادراه کنار گذر شرقي - کيلومتر30),109,106,-3
753108,جوکار - تويسرکان,92,89,-3
753106,ملاير - جوکار,87,84,-3
164351,قائمشهر - جويبار,62,59,-3
753103,همدان - جوکار,77,74,-3
873465,آبسرد - ايوانکي (دوآب - ايوانکي),91,88,-3
873453,گرمسار - ايوانکي,98,95,-3
753853,سه راهي بروجرد - نهاوند,78,75,-3
153162,آزادراه زنجان - قزوين (اقباليه) (متناظر توزين),91,88,-3
143225,قم - نيزار (کارخانه سيمان),85,82,-3
143223,جاده قديم کاشان - قم (متناظر توزين),85,82,-3
873102,سمنان - مهديشهر,98,95,-3
873104,سمنان - دامغان (قوشه - دامغان),82,79,-3
753654,شيرين سو - کبودرآهنگ,82,79,-3
873106,شهميرزاد - فولاد محله,82,79,-3
873152,مهديشهر - سمنان,98,95,-3
853161,سپيدار - ياسوج,94,91,-3
873202,دامغان - سمنان (صيد آباد) (متناظر توزين),92,89,-3
873205,سمنان - دامغان (سمنان - قوشه),91,88,-3
753508,همدان - کوريجان,90,87,-3
753402,بهار - لاله جين,71,68,-3
213228,اصفهان - بهارستان,78,75,-3
213113,آزادراه اصفهان - زرين شهر( فلاورجان),87,84,-3
153157,آزادراه رشت - قزوين (مرز استان - کوهين),84,81,-3
753352,سه راهي پايگاه نوژه - کوريجان,93,90,-3
873355,ري آباد - ميامي,101,98,-3
773114,شهرکرد - کمربندي سامان (آرامستان),82,79,-3
913251,نير - اردبیل (نیر),88,85,-3
733102,سنندج - دهگلان,81,78,-3
913951,اهر - مشگين شهر,65,62,-3
114451,شريف آباد - پاکدشت,107,104,-3
733302,بيجار - تکاب,90,87,-3
913853,سه راه لاهرود - قره آغاج,85,82,-3
973556,سه راهي کلاله - گنبد,101,98,-3
114352,قرچک - ري,108,105,-3
214260,کاشان - قمصر,82,79,-3
913911,مشکين شهر - کنگرلو,91,88,-3
163111,ساري - کياسر (کياده),62,59,-3
913961,کنگرلو - مشکين شهر,80,77,-3
213851,پيربکران - ابريشم,77,74,-3
149905,قم - جعفريه (دوربين),89,86,-3
974251.0,تنگراه - سه‌راهي کلاله,78,75,-3
163206,بابلسر - زرگرشهر,67,64,-3
933155,کمربندي زارچ - يزد,82,79,-3
733157,حسين آباد - سنندج,95,92,-3
733111,سه راهي موچش - موچش,73,70,-3
113953.0,شهريار - تهران (باغستان),95,92,-3
773306,سفيد دشت - شهرکرد,92,89,-3
733306,بيجار - حسن آباد ياسوکند,46,43,-3
773163,ياسه چاي - صادق آباد (مرز استان),38,35,-3
733401,سقز - بوکان (سقز),88,85,-3
214240,کاشان - مشهد اردهال,90,87,-3
143136,جاده قديم سلفچگان - ساوه (سلفچگان),70,67,-3
153271.0,اشتهارد - بوئين زهرا,68,65,-3
143123,کمربندي قم (قم - کاشان),90,87,-3
733651,همدان - قروه,93,90,-3
143122,فوجرد - تفرش (مرز استان),83,80,-3
773159,سورشجان - هاروني,87,84,-3
733603,دهگلان - حسين آباد,86,83,-3
153303,خرمدشت - آوج (سه‌راه رحيم‌آباد - آوج),84,81,-3
733551,حسين آباد - ديواندره,90,87,-3
143108,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),114,111,-3
733501,ديواندره - حسين آباد,94,91,-3
913551,بران - سه‌راهي سربند,98,95,-3
913567.0,سه راهي سربند - پارس آباد,80,77,-3
973601,مينودشت - گاليکش,50,47,-3
214205,آزادراه کاشان - نطنز (نطنز),113,110,-3
153404.0,آزادراه آبيک - چرم شهر (آبيک),105,102,-3
733451,بوکان - سقز (سقز),86,83,-3
214401.0,گلپايگان - خمين,95,92,-3
414360.0,جم - فيروز آباد ( محور جديد ),63,60,-3
315751,سبزوار - نيشابور (نيشابور),102,99,-3
364301,چزابه - بستان (پايانه مرزي ),91,88,-3
573952,مهاباد - مياندوآب,85,82,-3
453552.0,بم - ايرانشهر (نرمانشير - بزمان),77,74,-3
453701,باغين - رفسنجان,105,102,-3
313107,مشهد - کلات (سه‌راه کارده),82,79,-3
315555,بردسکن - بجستان (سردق),85,82,-3
363279,شوش - اهواز (اهواز),88,85,-3
313120,جاده قديم مشهد - چناران,73,70,-3
315553,مهنه - گناباد (مهنه),105,102,-3
315551,فردوس - گناباد (گناباد),85,82,-3
453752,رفسنجان - انار,102,99,-3
363654,آزادراه اهواز - بندر امام خميني,75,72,-3
453804,زرند - بافق (زرند،محور سي ريز),74,71,-3
453853,دشتخاک - زرند,91,88,-3
513754,سه راهي شازند - شازند,87,84,-3
315504,گناباد - بجستان (گناباد),87,84,-3
453927.0,کمربندي سيرجان - شهربابک,86,83,-3
453951,حاجي آباد - سيرجان (چاه قلعه),81,78,-3
363207,اهواز - خرمشهر (جاده امام صادق),89,86,-3
643504,سه راهي گهکم - حاجي آباد,91,88,-3
323208,گرمه - چمن بيد,98,95,-3
264554,سلماس - تسوج (تسوج),74,71,-3
364451,باغملک - هفتگل,79,76,-3
363155,بندر امام - اهواز(جاده قديم),89,86,-3
364406,رامشير - ماهشهر,88,85,-3
363203,اهواز - شوش (الوان - شوش),91,88,-3
364405,ماهشهر - رامشير(سه راه سرانجام),93,90,-3
323205,جاجرم - اميرآباد (جاجرم),94,91,-3
364403,هفتگل - اهواز(هفتگل),78,75,-3
573603,سه راهي ايواغلي - مرز جلفا,88,85,-3
453401,بردسير - سيرجان,91,88,-3
364402,رامهرمز - سه راهي آغاجاري,32,29,-3
573759,سرو - سلماس,73,70,-3
315773,جاده قديم سبزوار - نيشابور (فيروزه - نيشابور),78,75,-3
573852,تکاب - شاهين دژ,76,73,-3
264465,جاده قديم تبريز - بستان آباد (تبريز),77,74,-3
573901.0,مهاباد - اروميه (مهاباد - محمديار),86,83,-3
973105,گرگان - علي آباد,81,78,-3
264504,تسوج - سلماس (تسوج),75,72,-3
313159,جاده قديم باغچه - مشهد,73,70,-3
313171,آزادراه کنارگذر چناران - باغچه (عوارضي مزرعه نمونه),74,71,-3
453953,نيريز - سيرجان (سیرجان),78,75,-3
513751,شازند - ازنا (شازند),90,87,-3
314304,سبزوار - اسفراين (سبزوار),80,77,-3
513152,اراک - سلفچگان (کارچان) (متناظر توزين),74,71,-3
314152,قائن - خواف (نشتيفان),85,82,-3
613290,بم - زاهدان (کمربندي زاهدان),102,99,-3
513161,فرمهين - اراك,97,94,-3
333273,سه راهي شهيد زارع - بشرويه,95,92,-3
513162,کنارگذر شمالي اراک (برگشت ),89,86,-3
613701,نيکشهر - چابهار,107,104,-3
313801,تربت‌حيدريه - سه‌راه شادمهر,92,89,-3
313805,فيض‌آباد - مهنه,93,90,-3
313806,فيض‌آباد - بجستان (فيض‌آباد),94,91,-3
613353.0,زرآباد - چابهار,105,102,-3
613356,نگور - سه راهي نگور,75,72,-3
513454,اليگودرز - خمين,84,81,-3
313872,شادمهر - مهنه,96,93,-3
313851,سه‌راهي شادمهر - تربت‌حيدريه,95,92,-3
313852,تریت حیدریه - مشهد (رباط سنگ - باغچه),92,89,-3
643101,آزادراه بندرعباس - عوارضي بندر شهيد رجايي,83,80,-3
513111,اراك - فرمهين,94,91,-3
113202,شهريار-کرج (هفت جوي),73,70,-3
574451,نقده - محمديار,90,87,-3
643161,پارسيان - بندر لنگه,88,85,-3
643160,لار - بندرعباس (سه‌راهي بستک - سه‌راهي کهورستان),86,83,-3
313195,مشهد - نيشابور (قدمگاه),79,76,-3
574351.0,بوکان - مياندوآب (مياندوآب),87,84,-3
574401,محمديار - نقده,89,86,-3
363313,انديمشک - خرم‌آباد (انديمشک),85,82,-3
643144,سه راه بابا غلام - بندرعباس,74,71,-3
643128,گچين - خونسرخ,95,92,-3
643106,بندرعباس - دشت امام,87,84,-3
314851.0,تربت‌جام - فريمان (فريمان),85,82,-3
574502,اروميه - مهاباد (حيدرآباد - محمديار),85,82,-3
643110,بندرعباس - لار (سه‌راهي کهورستان - سه‌راهي بستک),90,87,-3
454107,سرچشمه - شهربابک,94,91,-3
454157,شهربابک - سرچشمه,93,90,-3
513101,سه راهي خنداب - خنداب,91,88,-3
613236,زاهدان - خاش (خاش),76,73,-3
364452,سه راهي آغاجاري - رامهرمز,39,36,-3
513404,خمين - اليگودرز,79,76,-3
673151,بيجار - زنجان (زرين‌آباد - زنجان),84,81,-3
573154,تبريز - اروميه (شهيد کلانتري),88,85,-3
413351,سورمق - آباده,79,76,-3
333265,ده محمد - طبس,99,96,-3
673124,قيدار - بيجار (مرز استان),97,94,-3
413152,سپيدان - شيراز (سه‌راهي قلات - سپيدان),80,77,-3
414802,سعادتشهر - صفاشهر,75,72,-3
333458,حاجي آباد - قاين,101,98,-3
413301,آباده - سورمق,81,78,-3
413272.0,کازرون - شيراز,38,35,-3
673153,خرمدره - زنجان (صائين قلعه - سلطانيه),86,83,-3
334753,گناباد - فردوس (فردوس),75,72,-3
334752,بجستان - فردوس (برون),82,79,-3
334702,فردوس - بجستان (برون),89,86,-3
414819.0,مرودشت - سعادت شهر,93,90,-3
333952,يزد - طبس (طبس),96,93,-3
673268,عوارضي ابهر - آزادراه قزوين،زنجان (مجموع گيت ها),45,42,-3
453153.0,باغين - کرمان,95,92,-3
333232,بيرجند - خوسف (کمربندي غربي),98,95,-3
544309.0,فومن - صومعه سرا,53,50,-3
263802,جلفا - نوردوز,58,55,-3
333951,ديهوک - طبس,83,80,-3
544359.0,صومعه سرا - فومن,56,53,-3
673174,بيجار - قيدار (مرز استان),103,100,-3
453102,سه‌راهي راين - ماهان (ماهان),97,94,-3
543503,آزادراه رشت - قزوين (لوشان - مرز استان),90,87,-3
414855.0,شيراز - مرودشت (رکن‌آباد - زرقان),65,62,-3
333553,آرين شهر - بيرجند,101,98,-3
333223,بشرويه - سه راهي شهيد زارع,93,90,-3
333901,طبس - ديهوک,82,79,-3
263714,صوفيان - مرند (مرند),95,92,-3
333266,ده محمد - بشرويه,99,96,-3
263704,مرند - ايواغلي (کشکسراي - سه‌راه ايواغلي),97,94,-3
364508,شوشتر - دزفول (دزفول),89,86,-3
323302,چمن بيد - جنگل گلستان (رباط قره بيل),89,86,-3
414652,جهرم - لار,109,106,-3
323308,آشخانه - شهر آباد,72,69,-3
414114,آزاد راه شيراز - اصفهان (مرودشت),97,94,-3
543233,سنگر- رشت,57,54,-3
414501.0,نيريز - سيرجان (نیریز),98,95,-3
413502.0,استهبان - فسا (استهبان - سه‌راهي فسا),86,83,-3
453251,ديهوک - راور (راور),79,76,-3
573252,جزيره اسلامي - اروميه (پل ميانگذر درياچه),76,73,-3
323358,شهر آباد - آشخانه,77,74,-3
453206,باغين - کمربندي کرمان (سرآسياب),72,69,-3
673101,زنجان - بيجار (زنجان - زرين‌آباد),95,92,-3
323402,صفي آباد -گراتي,100,97,-3
335654,زاهدان - نهبندان (سفيد آبه - نهبندان),92,89,-3
264203,ملکان - مياندوآب (ملکان),84,81,-3
333403,قائن - مرز يزدان (حاجي‌آباد),88,85,-3
453201,راور - ديهوک (راور),86,83,-3
573156,مرز سرو - سرو,74,71,-3
364503,کمربندي شوشتر - اهواز (پل کابلي شوشتر),59,56,-3
333302,سربيشه - درميان,97,94,-3
573451,بيجار - تکاب (تکاب),90,87,-3
513621,آزادراه ساوه - همدان (عوارضي ساوه),74,70,-4
313856,بجستان - فيض‌آباد (فيض‌آباد),96,92,-4
873151,آرادان - سرخه,96,92,-4
773103,بروجن - سفيددشت,100,96,-4
873228,سه راهي فولادمحله - کياسر,52,48,-4
873204,دامغان - چشمه علي,108,104,-4
314801.0,فريمان - تربت‌جام (فريمان),89,85,-4
753351,قروه - صالح آباد,97,93,-4
753855,سه‌راهي شوشاب - نهاوند,83,79,-4
613102,زاهدان - مير جاوه,100,96,-4
513603,آزادراه تهران - ساوه (مامونيه),108,104,-4
513606,آزادراه ساوه - همدان (عوارضي ساوه - دخان),106,102,-4
873254,چشمه علي - دامغان,101,97,-4
314352,شاهرود - سبزوار (داورزن - سبزوار),90,86,-4
873351,ميامي - شاهرود,101,97,-4
544201,بازارجمعه - فومن,62,58,-4
973503,گنبد - مينودشت,78,74,-4
333451,گناباد - قائن (گناباد - خضري),103,99,-4
753551,سه‌راهي روعان - رزن,86,82,-4
513551,نراق - دليجان,85,81,-4
813651.0,توره - بروجرد (سه‌راهي بروجرد),77,73,-4
163257,آمل - رودهن (آمل - پارک جنگلي آمل),81,77,-4
314302,سبزوار - شاهرود (سبزوار - داورزن),103,99,-4
543505,رودبار - منجيل,67,63,-4
163213,آمل - رودهن (سه راه سنگچال - شاه زيد),89,85,-4
873455,آرادان - گرمسار,101,97,-4
163263,رودهن - آمل (شاه زيد - سه راه سنگچال),92,88,-4
873352,دامغان - شاهرود (دامغان - دهملا),98,94,-4
873305,ميامي - ري آباد,96,92,-4
813104,سه راهي چالان چولان - دورود,88,84,-4
163156.0,کياسر - سمنان,74,70,-4
873105,سمنان - سرخه,98,94,-4
543270,لاکان - رشت,42,38,-4
773307,گندمان - گوشکي,94,90,-4
573104,اروميه - تبريز (شهيد کلانتري),91,87,-4
573151,مهاباد - اروميه (رشکان - اروميه),72,68,-4
153137,آزادراه قزوين - آبيک (بعد از عوارضي2),66,62,-4
153138,شهر صنعتي البرز - آبيک (قبل از عوارضي2),46,42,-4
315701,نيشابور - سبزوار (نيشابور),97,93,-4
573152,سلماس - اروميه (اروميه),85,81,-4
164101,قائمشهر - فيروزکوه (قائمشهر - شيرگاه),77,73,-4
573202,اروميه - جزيره اسلامي (پل ميانگذر درياچه),89,85,-4
773401,فارسان - چلگرد (فارسان),79,75,-4
753301,صالح آباد - قروه,93,89,-4
184255,نظرآباد - اشتهارد,59,55,-4
363206,اهواز - اميديه (سه راهي سرانجام),98,94,-4
323452,گراتي - صفي آباد,98,94,-4
813157,آزادراه انديمشک - خرم‌آباد (پل زال - خرم‌آباد),94,90,-4
573653,مرز جلفا - سه راهي ايواغلي,89,85,-4
153172,آزادراه زنجان - قزوين (کنارگذر قزوين),102,98,-4
773507,لردگان - دهدز (تونل قتح),65,61,-4
153257,دانسفهان - بوئين‌زهرا (متناظر توزين),61,57,-4
323307,آشخانه - چمن بيد (آشخانه),95,91,-4
773553,گوشکي - لردگان (آلوني),96,92,-4
573518,خوي - قره ضياالدين,81,77,-4
153111,آزادراه قزوين - کرج (آبيک),103,99,-4
813259,سه‌راهي چالان چولان - خرم‌آباد (مله سرخه),88,84,-4
153110,آزادراه قزوين - کرج (عوارضي 2 قزوين),91,87,-4
163102.0,ساري - قائمشهر,76,72,-4
184252,اشتهارد - ماهدشت,103,99,-4
773151,سورشجان - شهرکرد,79,75,-4
773153,سفيددشت - بروجن,90,86,-4
143212,قم رود - کوه سفيد,81,77,-4
163201,بابل - آمل,80,76,-4
574353,ملکان - مياندوآب (مياندوآب),79,75,-4
513704,شازند - سه راهي شازند,78,74,-4
164604,کرج - چالوس (مکارود - مرزن آباد),55,51,-4
513752,ملاير - توره,100,96,-4
315502,گناباد - قائن (گناباد),85,81,-4
973506,گنبد - سه راهي کلاله,100,96,-4
813452,خمين - اليگودرز (اليگودرز),96,92,-4
333217,ده محمد - بردسکن,109,105,-4
163153.0,نکا - ساري (متناظر توزين),85,81,-4
333216,بشرويه - ده محمد,100,96,-4
143262,کوه سفيد - قم رود,86,82,-4
334701.0,فردوس - ديهوک (فردوس),98,94,-4
773253,سد کارون 4 - ناغان,84,80,-4
773256,فرخشهر - شهرکرد,99,95,-4
773257,ناغان - شلمزار,87,83,-4
153104,آزادراه قزوين - زنجان (تاکستان - مرز استان),101,97,-4
713290,پلدختر - حميل,88,84,-4
753155,آزادراه ساوه - همدان (پل 123 - تقاطع جاده کميجان),105,101,-4
913603,سه راهي سرچم - خلخال,89,85,-4
313144,مشهد - تربت‌حيدريه (باغچه - رباط سفيد),88,84,-4
673122,زنجان - خرمدره (قبل از پليس راه) (متناظر توزين),84,80,-4
913106.0,سه‌راهي خلخال - سرچم (كجل),64,60,-4
214452,سه‌راه موته - گلپايگان,95,91,-4
214402,گلپايگان - سه‌راه موته,90,86,-4
263102,ايلخچي - آذرشهر,95,91,-4
313110,مشهد - سرخس (رضويه - آبروان),86,82,-4
214291,نراق - کاشان (مرز استان),90,86,-4
263104,آزادراه تبريز - زنجان (بستان‌آباد - هشترود),102,98,-4
214289,آزادراه نطنز - کاشان,108,104,-4
113454,فيروزکوه - دماوند (سه‌راه ارجمند - امين‌آباد),94,90,-4
453751,رفسنجان - باغين,85,81,-4
453154.0,كرمان جوپار,95,91,-4
214552,مبارکه - اصفهان,87,83,-4
113453,دماوند - رودهن,98,94,-4
363605,ماهشهر - اميديه,95,91,-4
263111,آزادراه تبريز - زنجان (تبريز - عوارضي تبريز),90,86,-4
733353,بيجار - همدان (بيجار),70,66,-4
973501,آزادشهر - شاهرود (آزادشهر - خوش ييلاق),58,54,-4
214210,قمصر - کاشان,83,79,-4
214209,جاده قديم مورچه‌خورت - نطنز (سه راهي مورچه خورت),62,58,-4
313172,مشهد - فريمان (سنگ بست - فريمان),98,94,-4
733464,مريوان - سقز (سقز),71,67,-4
313196,آزادراه باغچه - مشهد (باغچه),97,93,-4
313208,آزادراه کنارگذر باغچه - چناران (عوارضي ناظريه),78,74,-4
113903.0,تهران - شهريار (باغستان),101,97,-4
933714,مهريز - مروست,85,81,-4
263856,سه راهي ايواغلي - جلفا,82,78,-4
973301,علي آباد - آزادشهر,112,108,-4
264202,بناب - ملکان,97,93,-4
113469,فيروزکوه - دماوند (آبسرد - دماوند),78,74,-4
113474,آبعلي - رودهن,58,54,-4
264201,بناب - عجبشير,86,82,-4
264251,عجبشير - بناب,92,88,-4
113502,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),101,97,-4
214801.0,تيران - سامان (تيران),105,101,-4
214762,نجف‌آباد - اصفهان (نجف‌آباد - فولادشهر),99,95,-4
933662,ابرکوه - مروست,76,72,-4
673109,زنجان - طارم (تهم),86,82,-4
364453,اهواز - هفتگل(هفتگل),82,78,-4
713853,سه راهي هرسين - بيستون,97,93,-4
733107,سنندج - حسين آباد,85,81,-4
713901,اسدآباد - کنگاور,88,84,-4
264415,جاده قديم بستان آباد - تبريز (تبريز),81,77,-4
264452,بستان آباد - سراب (متناظر توزين),87,83,-4
113751,جاده دسترسي احمدآباد مستوفي(اسلامشهر - آزادگان),91,87,-4
973157,شاهرود - گرگان (توسکستان),69,65,-4
453404,نگار - بهرامجرد,80,76,-4
214642,نائين - سجزي (متناظر توزين),93,89,-4
214641,بهارستان - نيك آباد,98,94,-4
933260,عسکريه - خويدک,84,80,-4
643651,دهبارز - منوجان (دهباز),82,78,-4
453517,بم - زاهدان,81,77,-4
933802,يزد - ميبد,84,80,-4
673103,زنجان - خرمدره (سلطانيه - صائين قلعه),80,76,-4
143102,جاده قديم قم - تهران (قم - شکوهيه),84,80,-4
263453,مشگين شهر - اهر (اهر),69,65,-4
413102,شيراز - سپيدان (شيراز - سه‌راهي قلات),80,76,-4
143115.0,آزادراه قم - گرمسار (قم),104,100,-4
513102,سلفچگان - اراک (کارچان),77,73,-4
673754,سلطانيه - خدابنده (دهجلال),67,63,-4
513103,اراک - بروجرد,96,92,-4
913351,آستارا - اردبيل (آق چاي - تونل حيران),52,48,-4
143131,جاده قديم قم - تهران (شکوهيه - علي‌آباد),90,86,-4
753152,همدان - سه‌راهي صالح‌آباد,92,88,-4
913268,سه راهي فاراب-هير,85,81,-4
313751,تايباد - تربت‌جام (تربت‌جام),43,39,-4
513214.0,سلفچگان - اراک (احمدآباد),99,95,-4
313804,تربت‌حيدريه - تايباد (تربت‌حيدريه),70,66,-4
143153,جاده قديم سلفچگان - ساوه (سلفچگان - سه‌راه تفرش),90,86,-4
113302,اسلامشهر - آزادراه تهران، قم,94,90,-4
673410,مانشان - نيک پي,80,76,-4
673451,آزادراه تبريز - زنجان (مرز استان - سرچم),110,106,-4
673460,نيک پي - ماهنشان,85,81,-4
143158,آزادراه کاشان - قم (مشکات - تقاطع جاده قديم),99,95,-4
213279,فلاورجان - اصفهان (کمربندي سپاهان شهر),95,91,-4
673652,خرمدره - زنجان (خرمدره - صائين قلعه),74,70,-4
113252,کرج-شهريار (هفت جوي),83,79,-4
513267,قهاوند - کميجان,84,80,-4
673501,آزادراه زنجان - قزوين (ابهر - مرز استان),99,95,-4
753252,سه‌راهي بهار - همدان (مهدي‌آباد),77,73,-4
913151,آستارا - اردبيل (نمين - گيلانده),88,84,-4
363364,کمربندي دزفول - انديمشک (شرق به غرب),70,66,-4
113259,پاکدشت - تهران,77,73,-4
213451,دامنه - خوانسار (سه راهي دربيد),96,92,-4
643127,آزادراه ايسين - دشت امام,91,87,-4
313274,مشهد - تربت حيدريه (کمربندي تربت حيدريه),103,99,-4
933854,ندوشن - ميبد,77,73,-4
213921,شهرضا - ايزدخواست (منظريه),106,102,-4
933852,ميبد - يزد,94,90,-4
313249,آزادراه کنارگذر باغچه - چناران (عوارضي امرغان),84,80,-4
733602,دهگلان - قروه,87,83,-4
733656,سنقر- قروه,83,79,-4
713152,قزانچي - کرمانشاه,87,83,-4
643112,سه‌راهي چاه اسماعيل - سه‌راهي فارياب,80,76,-4
213902,شهرضا - سميرم,100,96,-4
113401,آبسرد - ايوانکي (آبسرد - دوآب),72,68,-4
673260,آزادراه تبريز - زنجان (بين دو عوارضي زنجان),94,90,-4
733601,قروه - همدان,96,92,-4
363402,ايذه - دهدز,62,58,-4
213602,داران - تيران,95,91,-4
263403,اهر - مشگين شهر (اهر),71,67,-4
143112,سه راه لنگرود - کهک,74,70,-4
263157,جاده قديم تبريز - بستان‌آباد,84,80,-4
333401,قائن - گناباد (خضري - گناباد),102,97,-5
933653,دهشير - ابرکوه,87,82,-5
113451,ايوانکي - آبسرد (دوآب - آبسرد),72,67,-5
933603,ابرکوه - دهشير,87,82,-5
973103,آق قلا - اينچه برون,109,104,-5
334902,آرين شهر - قائن,94,89,-5
933955,طبس - يزد (ساغند),74,69,-5
410247,سورمق - ابرکوه (مرز استان),89,84,-5
453160,زرند - چترود (چترود),89,84,-5
413151,کوار - سه راهي سياخ دارنگون,62,57,-5
413354,سورمق - صفاشهر (متناظر توزين),83,78,-5
163152.0,قائمشهر - ساري,76,71,-5
113464,کمربندي جنوبي رودهن (دماوند - پرديس),99,94,-5
933763,انار - مهريز (مرز استان),80,75,-5
413172.0,کمربندي پل فسا شيراز (جنوب - شمال),75,70,-5
933713,مهريز - انار (مرز استان),83,78,-5
113458,پلور - آبعلي (سه‌راهي مشاء - آبعلي),58,53,-5
913102,اردبيل - خلخال (اردبيل),93,88,-5
153154,آزادراه زنجان - قزوين (مرز استان - تاکستان),97,92,-5
153301,جاده قديم قزوين - تاکستان (کهک - تاکستان),84,79,-5
873255,دامغان - سمنان (قوشه - سمنان),85,80,-5
143185,جاده قديم کاشان - قم (سن سن - تقاطع آزادراه),91,86,-5
143104.0,سلفچگان - دليجان (سلفچگان),61,56,-5
513656,آزادراه همدان - ساوه (دخان - عوارضي ساوه),110,105,-5
363452,دهدز - ايذه,58,53,-5
454104,شهربابک - هرات (شهربابک),102,97,-5
513652,همدان - ساوه,95,90,-5
513649,آزادراه سلفچگان - ساوه (عوارضي سلفچگان),72,67,-5
873203,دامغان - معلمان,79,74,-5
