code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
953611,عسلويه - سيراف,1402-12-10,1440,11817,9747,11817,9747,87,0.6447876447876448
953611,عسلويه - سيراف,1402-12-11,1440,11046,9347,11046,9347,88,0.14864864864864866
953611,عسلويه - سيراف,1402-12-12,1440,12584,10547,12584,10547,90,1.1383526383526383
953611,عسلويه - سيراف,1402-12-13,1440,13323,10963,13323,10963,89,1.613899613899614
953611,عسلويه - سيراف,1402-12-14,1440,12470,10150,12470,10150,89,1.064993564993565
953611,عسلويه - سيراف,1402-12-15,1440,13256,10807,13256,10807,89,1.5707850707850708
953611,عسلويه - سيراف,1402-12-16,1440,14459,12018,14459,12018,89,2.344916344916345
953611,عسلويه - سيراف,1402-12-17,1440,13667,11129,13667,11129,89,1.8352638352638353
953611,عسلويه - سيراف,1402-12-18,1440,13243,11041,13243,11041,88,1.5624195624195625
953611,عسلويه - سيراف,1402-12-19,1435,13759,11484,13801,11519,89,1.9214929214929215
953611,عسلويه - سيراف,1402-12-20,1440,14406,11884,14406,11884,90,2.310810810810811
953611,عسلويه - سيراف,1402-12-21,1440,13588,11126,13588,11126,89,1.7844272844272844
953611,عسلويه - سيراف,1402-12-22,1440,13102,10619,13102,10619,88,1.4716859716859716
953611,عسلويه - سيراف,1402-12-23,1440,14026,11650,14026,11650,91,2.0662805662805663
953611,عسلويه - سيراف,1402-12-24,1440,13106,10778,13106,10778,90,1.4742599742599742
953611,عسلويه - سيراف,1402-12-25,1440,12389,10241,12389,10241,89,1.0128700128700128
953611,عسلويه - سيراف,1402-12-26,1440,13999,11887,13999,11887,90,2.048906048906049
953611,عسلويه - سيراف,1402-12-27,1440,13758,11688,13758,11688,90,1.893822393822394
953611,عسلويه - سيراف,1402-12-28,1440,12861,10959,12861,10959,91,1.3166023166023166
953611,عسلويه - سيراف,1402-12-29,1435,10929,9607,10987,9657,84,0.11068211068211069
953611,عسلويه - سيراف,1403-01-01,1440,8882,7950,8882,7950,85,-1.2438867438867438
953611,عسلويه - سيراف,1403-01-02,1440,11313,10301,11313,10301,86,0.3204633204633205
953611,عسلويه - سيراف,1403-01-03,1440,13904,12685,13904,12685,82,1.9877734877734878
953611,عسلويه - سيراف,1403-01-04,1440,15927,14556,15927,14556,85,3.2895752895752897
953611,عسلويه - سيراف,1403-01-05,1440,15624,14102,15624,14102,85,3.0945945945945947
953611,عسلويه - سيراف,1403-01-06,1440,13406,12011,13406,12011,81,1.6673101673101673
953611,عسلويه - سيراف,1403-01-07,1440,15590,13947,15590,13947,84,3.072715572715573
953611,عسلويه - سيراف,1403-01-08,1440,15775,14059,15775,14059,84,3.191763191763192
953611,عسلويه - سيراف,1403-01-09,1440,15671,13990,15671,13990,81,3.124839124839125
953611,عسلويه - سيراف,1403-01-10,1435,14624,12960,14683,13012,82,2.4890604890604893
953611,عسلويه - سيراف,1403-01-11,1440,14744,13032,14744,13032,84,2.5283140283140284
953611,عسلويه - سيراف,1403-01-12,1440,12101,10706,12101,10706,85,0.8275418275418276
953611,عسلويه - سيراف,1403-01-13,1440,9875,8711,9875,8711,83,-0.6048906048906049
953611,عسلويه - سيراف,1403-01-14,1435,10395,8929,10429,8958,88,-0.2483912483912484
953611,عسلويه - سيراف,1403-01-15,1440,11247,9379,11247,9379,89,0.277992277992278
953611,عسلويه - سيراف,1403-01-16,1440,10588,8707,10588,8707,87,-0.14607464607464607
953611,عسلويه - سيراف,1403-01-17,1440,9994,8174,9994,8174,87,-0.5283140283140283
953611,عسلويه - سيراف,1403-01-18,1440,11642,9656,11642,9656,89,0.5321750321750321
953611,عسلويه - سيراف,1403-01-19,1440,11646,9579,11646,9579,89,0.5347490347490348
953611,عسلويه - سيراف,1403-01-20,1440,11202,9099,11202,9099,88,0.24903474903474904
