code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
264403,بستان آباد - ميانه,1402-12-10,1440,4899,3822,4899,3822,64,-0.609181141439206
264403,بستان آباد - ميانه,1402-12-11,1440,4126,2951,4126,2951,63,-1.5682382133995036
264403,بستان آباد - ميانه,1402-12-12,1440,4965,3644,4965,3644,62,-0.5272952853598015
264403,بستان آباد - ميانه,1402-12-13,1440,5062,3532,5062,3532,61,-0.40694789081885857
264403,بستان آباد - ميانه,1402-12-14,1440,6408,4838,6408,4838,60,1.2630272952853598
264403,بستان آباد - ميانه,1402-12-15,1440,5272,3704,5272,3704,61,-0.14640198511166252
264403,بستان آباد - ميانه,1402-12-16,1440,5391,3994,5391,3994,62,0.0012406947890818859
264403,بستان آباد - ميانه,1402-12-17,1440,5291,3973,5291,3973,61,-0.1228287841191067
264403,بستان آباد - ميانه,1402-12-18,1265,4341,3140,4627,3346,62,-0.9466501240694789
264403,بستان آباد - ميانه,1402-12-19,1440,5368,3865,5368,3865,62,-0.02729528535980149
264403,بستان آباد - ميانه,1402-12-20,1440,5333,3824,5333,3824,60,-0.0707196029776675
264403,بستان آباد - ميانه,1402-12-21,1440,7181,5520,7181,5520,60,2.2220843672456576
264403,بستان آباد - ميانه,1402-12-22,1440,5169,3674,5169,3674,62,-0.27419354838709675
264403,بستان آباد - ميانه,1402-12-23,1440,5335,3763,5335,3763,62,-0.06823821339950373
264403,بستان آباد - ميانه,1402-12-24,1440,5382,4067,5382,4067,63,-0.009925558312655087
264403,بستان آباد - ميانه,1402-12-25,1440,4467,3263,4467,3263,62,-1.1451612903225807
264403,بستان آباد - ميانه,1402-12-26,1440,5235,4037,5235,4037,63,-0.19230769230769232
264403,بستان آباد - ميانه,1402-12-27,1440,5076,4122,5076,4122,64,-0.38957816377171217
264403,بستان آباد - ميانه,1402-12-28,1295,6291,5619,6641,5931,62,1.5521091811414391
264403,بستان آباد - ميانه,1402-12-29,730,2925,2706,3935,3640,67,-1.805210918114144
264403,بستان آباد - ميانه,1403-01-01,660,2144,2070,2969,2866,73,-3.003722084367246
264403,بستان آباد - ميانه,1403-01-02,1030,3132,2999,3172,3037,71,-2.7518610421836227
264403,بستان آباد - ميانه,1403-01-03,1440,3574,3376,3574,3376,70,-2.2531017369727047
264403,بستان آباد - ميانه,1403-01-04,1440,3885,3609,3885,3609,69,-1.8672456575682381
264403,بستان آباد - ميانه,1403-01-05,1440,4500,4010,4500,4010,67,-1.1042183622828785
264403,بستان آباد - ميانه,1403-01-06,1440,5369,4695,5369,4695,64,-0.026054590570719603
264403,بستان آباد - ميانه,1403-01-07,1175,4631,3938,4753,4041,65,-0.7903225806451613
264403,بستان آباد - ميانه,1403-01-08,1440,5046,4275,5046,4275,66,-0.4267990074441687
264403,بستان آباد - ميانه,1403-01-09,1440,5312,4558,5312,4558,67,-0.0967741935483871
264403,بستان آباد - ميانه,1403-01-10,1440,4749,4156,4749,4156,66,-0.7952853598014888
264403,بستان آباد - ميانه,1403-01-11,1440,5319,4612,5319,4612,67,-0.0880893300248139
264403,بستان آباد - ميانه,1403-01-12,1440,5346,4843,5346,4843,68,-0.05459057071960298
264403,بستان آباد - ميانه,1403-01-13,1440,4431,4214,4431,4214,70,-1.1898263027295286
264403,بستان آباد - ميانه,1403-01-14,1440,5027,3991,5027,3991,65,-0.45037220843672454
264403,بستان آباد - ميانه,1403-01-15,1440,5245,4080,5245,4080,64,-0.17990074441687345
264403,بستان آباد - ميانه,1403-01-16,1405,5400,4169,5619,4338,63,0.2841191066997519
264403,بستان آباد - ميانه,1403-01-17,1440,4763,3551,4763,3551,62,-0.7779156327543424
264403,بستان آباد - ميانه,1403-01-18,1440,5162,3826,5162,3826,62,-0.28287841191067
264403,بستان آباد - ميانه,1403-01-19,1085,4473,3305,5199,3841,61,-0.2369727047146402
264403,بستان آباد - ميانه,1403-01-20,960,4792,3762,5842,4586,60,0.5607940446650124
