code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
264551,شبستر - صوفيان,1402-12-10,1440,10933,9653,10933,9653,81,-0.4128242074927954
264551,شبستر - صوفيان,1402-12-11,1440,10048,9258,10048,9258,81,-1.0504322766570606
264551,شبستر - صوفيان,1402-12-12,1440,10811,9355,10811,9355,82,-0.5007204610951008
264551,شبستر - صوفيان,1402-12-13,1440,10633,9121,10633,9121,82,-0.6289625360230547
264551,شبستر - صوفيان,1402-12-14,1440,10434,8987,10434,8987,81,-0.7723342939481268
264551,شبستر - صوفيان,1402-12-15,1415,10335,8944,10631,9200,82,-0.6304034582132565
264551,شبستر - صوفيان,1402-12-16,1440,11455,10003,11455,10003,82,-0.03674351585014409
264551,شبستر - صوفيان,1402-12-17,1440,11462,10091,11462,10091,81,-0.03170028818443804
264551,شبستر - صوفيان,1402-12-18,1440,11701,10476,11701,10476,86,0.14048991354466858
264551,شبستر - صوفيان,1402-12-19,1430,11650,9955,11660,9963,84,0.11095100864553314
264551,شبستر - صوفيان,1402-12-20,1435,11222,9478,11232,9486,86,-0.19740634005763688
264551,شبستر - صوفيان,1402-12-21,1440,11637,10071,11637,10071,84,0.09438040345821326
264551,شبستر - صوفيان,1402-12-22,1440,10650,9168,10650,9168,82,-0.6167146974063401
264551,شبستر - صوفيان,1402-12-23,1440,11701,10096,11701,10096,82,0.14048991354466858
264551,شبستر - صوفيان,1402-12-24,1440,11556,10093,11556,10093,81,0.03602305475504323
264551,شبستر - صوفيان,1402-12-25,1440,11153,10131,11153,10131,82,-0.2543227665706052
264551,شبستر - صوفيان,1402-12-26,1440,12350,10911,12350,10911,82,0.6080691642651297
264551,شبستر - صوفيان,1402-12-27,1435,11699,10368,11702,10370,83,0.14121037463976946
264551,شبستر - صوفيان,1402-12-28,1440,10846,9162,10846,9162,83,-0.4755043227665706
264551,شبستر - صوفيان,1402-12-29,1440,8740,8009,8740,8009,85,-1.9927953890489913
264551,شبستر - صوفيان,1403-01-01,1440,6450,6121,6450,6121,85,-3.642651296829971
264551,شبستر - صوفيان,1403-01-02,1440,8495,8199,8495,8199,84,-2.169308357348703
264551,شبستر - صوفيان,1403-01-03,1440,9879,9566,9879,9566,82,-1.1721902017291066
264551,شبستر - صوفيان,1403-01-04,1440,11211,10680,11211,10680,82,-0.21253602305475505
264551,شبستر - صوفيان,1403-01-05,1440,11184,10268,11184,10268,82,-0.23198847262247838
264551,شبستر - صوفيان,1403-01-06,1440,11165,8910,11165,8910,86,-0.24567723342939482
264551,شبستر - صوفيان,1403-01-07,1440,11812,10774,11812,10774,81,0.22046109510086456
264551,شبستر - صوفيان,1403-01-08,1435,11689,10621,11692,10623,80,0.1340057636887608
264551,شبستر - صوفيان,1403-01-09,1440,12838,11695,12838,11695,80,0.9596541786743515
264551,شبستر - صوفيان,1403-01-10,1440,12513,11680,12513,11680,80,0.7255043227665706
264551,شبستر - صوفيان,1403-01-11,1440,12642,11523,12642,11523,81,0.8184438040345822
264551,شبستر - صوفيان,1403-01-12,1440,11493,10619,11493,10619,80,-0.009365994236311239
264551,شبستر - صوفيان,1403-01-13,1440,12109,11813,12109,11813,78,0.43443804034582134
264551,شبستر - صوفيان,1403-01-14,1440,13544,12253,13544,12253,81,1.468299711815562
264551,شبستر - صوفيان,1403-01-15,1440,12343,11030,12802,11440,82,0.9337175792507204
264551,شبستر - صوفيان,1403-01-16,1440,12409,11103,12409,11103,81,0.6505763688760807
264551,شبستر - صوفيان,1403-01-17,1440,12228,11387,12228,11387,81,0.5201729106628242
264551,شبستر - صوفيان,1403-01-18,1440,11448,10006,11448,10006,80,-0.04178674351585014
264551,شبستر - صوفيان,1403-01-19,1440,10207,8175,10207,8175,88,-0.9358789625360231
264551,شبستر - صوفيان,1403-01-20,1440,10841,9527,10841,9527,80,-0.47910662824207495
