code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
643604,دهبارز - منوجان,1402-12-10,1435,5450,4670,5459,4677,79,1.086340206185567
643604,دهبارز - منوجان,1402-12-11,1405,3958,3210,4046,3281,75,0.17590206185567012
643604,دهبارز - منوجان,1402-12-12,1430,4054,3257,4087,3283,75,0.20231958762886598
643604,دهبارز - منوجان,1402-12-13,1440,4488,3552,4488,3552,76,0.46069587628865977
643604,دهبارز - منوجان,1402-12-14,1435,4452,3541,4479,3562,77,0.45489690721649484
643604,دهبارز - منوجان,1402-12-15,1435,4158,3298,4176,3312,76,0.25966494845360827
643604,دهبارز - منوجان,1402-12-16,1435,5278,4430,5300,4448,79,0.9838917525773195
643604,دهبارز - منوجان,1402-12-17,1410,6192,5121,6385,5280,79,1.6829896907216495
643604,دهبارز - منوجان,1402-12-18,1395,5859,4890,6171,5150,79,1.5451030927835052
643604,دهبارز - منوجان,1402-12-19,1425,4807,3840,4844,3869,78,0.6900773195876289
643604,دهبارز - منوجان,1402-12-20,1440,4955,3965,4955,3965,79,0.7615979381443299
643604,دهبارز - منوجان,1402-12-21,1365,5118,4069,5416,4305,79,1.0586340206185567
643604,دهبارز - منوجان,1402-12-22,1440,4683,3780,4683,3780,79,0.586340206185567
643604,دهبارز - منوجان,1402-12-23,1410,5098,4163,5244,4282,79,0.9478092783505154
643604,دهبارز - منوجان,1402-12-24,1380,5927,4788,6052,4888,79,1.4684278350515463
643604,دهبارز - منوجان,1402-12-25,1440,5387,4246,5387,4246,78,1.0399484536082475
643604,دهبارز - منوجان,1402-12-26,1435,5124,4114,5146,4131,79,0.8846649484536082
643604,دهبارز - منوجان,1402-12-27,1425,5159,4352,5219,4402,79,0.9317010309278351
643604,دهبارز - منوجان,1402-12-28,1440,5681,4911,5681,4911,80,1.2293814432989691
643604,دهبارز - منوجان,1402-12-29,1440,5246,4664,5246,4664,80,0.9490979381443299
643604,دهبارز - منوجان,1403-01-01,1425,4075,3801,4116,3839,81,0.22100515463917525
643604,دهبارز - منوجان,1403-01-02,1375,4281,3925,4288,3931,80,0.3318298969072165
643604,دهبارز - منوجان,1403-01-03,1440,5149,4633,5149,4633,78,0.8865979381443299
643604,دهبارز - منوجان,1403-01-04,1335,5587,5047,6145,5551,78,1.5283505154639174
643604,دهبارز - منوجان,1403-01-05,1355,5951,5309,6487,5787,78,1.7487113402061856
643604,دهبارز - منوجان,1403-01-06,1310,5594,4942,6325,5587,78,1.6443298969072164
643604,دهبارز - منوجان,1403-01-07,1320,5624,4793,6413,5465,77,1.7010309278350515
643604,دهبارز - منوجان,1403-01-08,1300,6059,5086,6936,5822,70,2.038015463917526
643604,دهبارز - منوجان,1403-01-09,1015,4777,4032,7316,6175,76,2.282860824742268
643604,دهبارز - منوجان,1403-01-10,1075,5921,5250,6726,5963,76,1.9027061855670102
643604,دهبارز - منوجان,1403-01-11,1385,6405,5631,6876,6045,76,1.9993556701030928
643604,دهبارز - منوجان,1403-01-12,1370,6299,5535,6800,5975,75,1.9503865979381443
643604,دهبارز - منوجان,1403-01-13,1310,4561,4130,5377,4868,73,1.0335051546391754
643604,دهبارز - منوجان,1403-01-14,1345,4950,4086,5468,4513,76,1.0921391752577319
643604,دهبارز - منوجان,1403-01-15,1365,4866,3830,5294,4166,76,0.9800257731958762
643604,دهبارز - منوجان,1403-01-16,1355,5257,4146,5736,4523,76,1.264819587628866
643604,دهبارز - منوجان,1403-01-17,1380,4613,3404,4888,3606,76,0.7184278350515464
643604,دهبارز - منوجان,1403-01-18,1400,4688,3560,4833,3670,77,0.6829896907216495
643604,دهبارز - منوجان,1403-01-19,1315,4272,3272,4675,3580,77,0.5811855670103093
643604,دهبارز - منوجان,1403-01-20,1320,4625,3588,4821,3740,76,0.6752577319587629
