code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-10,1440,252,184,252,184,69,-1.9471153846153846
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-11,1440,443,378,452,385,76,-0.9855769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-12,1440,434,274,434,274,70,-1.0721153846153846
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-13,1440,470,296,470,296,68,-0.8990384615384616
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-14,1440,401,224,401,224,68,-1.2307692307692308
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-15,1435,432,271,435,272,70,-1.0673076923076923
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-16,1440,494,314,494,314,68,-0.7836538461538461
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-17,1440,497,330,506,335,71,-0.7259615384615384
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-18,1440,486,395,486,395,74,-0.8221153846153846
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-19,1440,562,328,562,328,69,-0.4567307692307692
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-20,1435,579,338,582,339,69,-0.3605769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-21,1440,538,298,538,298,64,-0.5721153846153846
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-22,1440,544,302,545,302,67,-0.5384615384615384
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-23,1430,580,337,587,341,69,-0.33653846153846156
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-24,1440,556,365,556,365,70,-0.4855769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-25,1440,445,355,445,355,71,-1.0192307692307692
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-26,1440,413,315,413,315,72,-1.1730769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-27,1440,427,316,427,316,73,-1.1057692307692308
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-28,1440,461,323,461,323,71,-0.9423076923076923
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1402-12-29,1440,336,266,336,266,74,-1.5432692307692308
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-01,1440,257,236,257,236,78,-1.9230769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-02,1440,365,330,365,330,77,-1.4038461538461537
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-03,1440,442,412,442,412,76,-1.0336538461538463
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-04,1435,503,449,504,449,77,-0.7355769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-05,1440,416,356,417,356,72,-1.1538461538461537
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-06,1440,409,333,409,333,70,-1.1923076923076923
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-07,1440,438,369,438,369,75,-1.0528846153846154
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-08,1440,449,360,449,360,74,-1.0
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-09,1440,462,374,470,380,74,-0.8990384615384616
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-10,1440,531,473,531,473,76,-0.6057692307692307
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-11,1440,482,375,482,375,74,-0.8413461538461539
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-12,1440,453,381,453,381,75,-0.9807692307692307
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-13,1440,1159,1091,1159,1091,76,2.4134615384615383
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-14,1440,399,306,509,390,75,-0.7115384615384616
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-15,1440,393,308,403,315,73,-1.2211538461538463
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-16,1440,414,299,414,299,72,-1.1682692307692308
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-17,1440,525,450,530,454,74,-0.6105769230769231
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-18,1440,458,318,458,318,70,-0.9567307692307693
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-19,1440,481,339,481,339,70,-0.8461538461538461
214259,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),1403-01-20,1440,525,365,525,365,69,-0.6346153846153846
