code,name,est_sum_total_est
873205,سمنان - دامغان (سمنان - قوشه),485838
214239,آزادراه کاشان - نطنز (متناظر توزين),485475
813105,خرم آباد - سه راهي الشتر,485159
164157,فيروزکوه - قائمشهر (ورسک - گرزين خيل),485024
113551,گدوک - فيروزکوه,485005
873230,سمنان - دامغان (کمربندي سمنان) (متناظر توزين),484333
163107,فيروزکوه - قائمشهر (گدوک - ورسک),484312
973308,گرگان - علي آباد (متناظر توزين),484143
263287,آزادراه زنجان - تبريز (بستان آباد),481274
149955,جعفريه - قم (دوربين),480943
363354,آزادراه پل زال - انديمشک,480203
149905,قم - جعفريه (دوربين),479989
773369,گندمان - بروجن,479967
543555,منجيل - رودبار,479554
163271,آمل- رودهن(پلور- امامزاده هاشم),475427
163157,قائمشهر - فيروزکوه (ورسک - گدوک),475037
263162,صوفيان - کمربندي غربي تبريز,474795
263112,کمربندي غربي تبريز - صوفيان,474763
313144,مشهد - تربت‌حيدريه (باغچه - رباط سفيد),473896
453958,شهربابک - سيرجان,473522
933155,کمربندي زارچ - يزد,472914
913104,اردبيل - گرمي (اردبيل - سه‌راه مشکين‌شهر),472716
164603,آزادراه شمال - تهران (چالوس - مرزن‌آباد),472625
213164,فرودگاه - اصفهان(قهجاورستان),471187
673454,آزادراه تبريز - زنجان (سرچم - نيک‌پي),470313
114413,شريف آباد - گرمسار,469640
543235,رشت - جيرده,468488
643159,حاجي‌آباد - بندرعباس (سرچاهان - سه‌راهي فين),468333
853155,پاتاوه - ياسوج,468292
873255,دامغان - سمنان (قوشه - سمنان),466792
323102,بجنورد - آشخانه (بيدک),466403
323551,قوچان - فاروج (فاروج),465767
853301.0,گچساران - باباميدان (بوستان),465591
113249,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),464859
813155,سه راهي الشتر - خرم آباد,464773
113299,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),464533
973553,مينودشت - گنبد,463555
953651,عسلويه - کنگان,463100
163453,بهنمير - بابلسر,462282
813208,خرم‌آباد - پلدختر (چم انجير),462261
263703,مرند - ايواغلي (مرند - کشکسراي),460360
263753,ايواغلي - مرند (کشکسراي - مرند),459371
753295,صالح آباد - همدان (صالح آباد) (متناظر توزين),458916
543901,تالش - آستارا,458790
163101,ساري - کياسر (شکتا),457982
643178,خونسرخ - گچين,456762
544308,فومن - سراوان (فومن),456030
544358,سراوان - فومن (فومن),455638
183215,آزادراه تهران - شمال (تونل البرز),454843
164606,چالوس - کرج (سياه بيشه - کندوان),454254
413159,قائميه - دشت ارژن,453490
713107,ماهيدشت - اسلام آباد,452430
973901,آزادشهر - مينودشت,452187
873351,ميامي - شاهرود,451316
214712,اصفهان - نجف‌آباد (فولادشهر - نجف‌آباد),450614
973802,آق قلا - گنبد,450516
953661,سيراف - عسلويه,450453
114351,کمربندي دوم تهران (شورآباد - جاده ورامين),449953
733110,سنندج - سه راهي موچش,449779
733466,ديواندره - سقز (سقز),449230
573275.0,سلماس - اروميه(سلماس - نوشين شهر),449097
114152,جاده قديم ساوه - تهران (پرند - رباط‌کريم),448809
183266,آزاد راه شمال - تهران (قطعه اول، بعد از تونل 16),448352
543951,آستارا - تالش,447569
363304,آزادراه انديمشک - پل زال,447568
853351,باباميدان - گچساران (بوستان),445975
414605,لار - گراش,444499
213103,اصفهان - مورچه‌خورت (پليس‌راه),443706
164604,کرج - چالوس (مکارود - مرزن آباد),443596
953601,کنگان - عسلويه,442376
543352,رضوانشهر - انزلي,442133
263161,آزادراه زنجان - تبريز (عوارضي تبريز - تبريز),442082
113810,عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها),441047
543162,ضيابر - پير بازار,440421
953611,عسلويه - سيراف,440371
323105.0,شيروان - بجنورد (سيساب),439769
753155,آزادراه ساوه - همدان (پل 123 - تقاطع جاده کميجان),439623
643158,حاجي‌آباد - بندرعباس (فين - دشت امام),438840
953115,عالي شهر - نيروگاه اتمي,438615
643128,گچين - خونسرخ,438391
913154,گرمي - اردبيل (سه‌راه مشکين‌شهر - اردبيل),438239
114359.0,آزادراه آبيک - چرمشهر(تقاطع اخترآباد),437444
573951.0,اروميه - مهاباد (محمديار - مهاباد),437267
753352,سه راهي پايگاه نوژه - کوريجان,436169
164605,چالوس - کرج (هزارچم - سياه بيشه),435376
853101,ياسوج - بابا ميدان,435004
543112,پير بازار - ضيابر,434792
313801,تربت‌حيدريه - سه‌راه شادمهر,434067
753106,ملاير - جوکار,433698
713901,اسدآباد - کنگاور,433153
713801,کنگاور - صحنه,432919
953128,چغادک - اهرم,432239
113264,لواسانات - تهران (سوهانک),432113
323152,آشخانه - بجنورد (بيدک),431514
213971,ایزدخواست - شهرضا (منظریه),431284
114102,جاده قديم تهران - ساوه (رباط‌کريم - پرند),430649
414302,فيروزآباد - کوار (سه‌راهي ميمند - کوار),430436
974253,سه راهي کلاله - کلاله,428285
773153,سفيددشت - بروجن,428082
733416,سقز - ديواندره (سقز),427737
713952.0,سه راهي نهاوند - کنگاور,426680
313851,سه‌راهي شادمهر - تربت‌حيدريه,426392
323103,بجنورد - آشخانه (کريک),426051
953178,اهرم - چغادک,426020
313172,مشهد - فريمان (سنگ بست - فريمان),425457
363314,کمربندي انديمشک - دزفول (غرب به شرق),425330
263251,عجب شير - آذرشهر,422736
574151,ماکو - بازرگان,422631
183170,چالوس - کرج (کندوان),422198
453567,زاهدان - بم (متناظر توزين),422136
215154,آزادراه اصفهان - شاهين‌شهر (آزادراه معلم),421644
953451,کازرون - برازجان (دالکي - برازجان),420440
713851,صحنه - کنگاور (متناظر توزين),420263
713951,کنگاور - اسدآباد,419676
543302,انزلي - رضوانشهر,419364
413123.0,شيراز - سپيدان (سه‌راهي قلات - سپيدان),419028
643156,دشت امام - بندرعباس,418976
753105,آزادراه همدان - ساوه (تقاطع جاده کميجان - پل 123),418909
753251,اسد آباد - سه راهي صالح آباد,418583
214702,خميني‌شهر - نجف‌آباد,418527
414352,کوار - فيروزآباد (کوار - سه‌راهي ميمند),417707
323501,فاروج - قوچان (فاروج),416882
543120,گورابجير - منطقه آزاد,416864
363114,شوشتر - ملاثاني,416486
113801,لواسانات - فشم,412979
363164,ملاثاني - شوشتر,412877
913103,اردبيل - سرعين,412827
313104,مشهد - فريمان (تپه سلام - سنگ بست),412377
323155.0,بجنورد - شيروان (سيساب) (متناظر توزين),412264
513604,سلفچگان - دليجان (سد 15 خرداد),411462
544302,فومن - سراوان (سراوان),411228
713155,کوزران - کرمانشاه,411223
313122,فريمان - مشهد (فريمان - سنگ بست),411087
953401,برازجان - کازرون (برازجان - دالکي) (متناظر توزين),410793
773156,اصفهان - شهرکرد (تونل رخ),410742
753766,ملاير - جوکار (ملاير) (متناظر توزين),410692
753156,جوکار - ملاير,410173
143179,آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش),409592
933802,يزد - ميبد,408827
413109,دشت ارژن - قائميه,408723
753716,جوکار - ملاير (ملاير),408556
164609,آزادراه تهران - شمال (دهانه شمالي تونل البرز),408325
313235,مشهد - ميامي,408289
263714,صوفيان - مرند (مرند),407746
143201,قم - جمکران (بلوار انتظار),404357
733160,سه راهي موچش - سنندج,404238
363102,اهواز - آبادان (اهواز - دارخوين),403675
973852,گنبد - آق قلا,402876
544151,پونل - ضيابر,402836
913153,سرعين - اردبيل,402121
363152,آبادان - اهواز (دارخوين - اهواز),402098
753201,سه راهي صالح آباد - اسد آباد,400729
313822,مهنه - شادمهر (متناظر توزين),400713
114309.0,آزادراه چرمشهر - آبيک (تقاطع اخترآباد),400198
264551,شبستر - صوفيان,399966
933105,کمربندي يزد - زارچ,399843
733851,کرمانشاه - کامياران (كامياران),399081
643108,بندرعباس - حاجي‌آباد (دشت امام - فين),399058
853151,باباميدان - ياسوج,398877
543601,کلاچاي - چابکسر,398739
543283,رشت - سنگر,398659
263764,مرند - صوفيان (مرند) (متناظر توزين),397870
513704,شازند - سه راهي شازند,397788
873280,دامغان - سمنان (کمربندي سمنان),396408
264501,صوفيان - شبستر,396337
913102,اردبيل - خلخال (اردبيل),396161
833272.0,چوار - ايلام,395795
643163.0,سيرجان - حاجي‌آباد (باغات),395340
913152,خلخال - اردبيل (اردبيل),394686
143109,آزادراه سلفچگان - ساوه (سلفچگان - جاده تفرش),394306
143129,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),393396
313872,شادمهر - مهنه,393261
453908,سيرجان - شهربابک,392561
573952,مهاباد - مياندوآب,390672
753302,کوريجان - سه راهي پايگاه نوژه,390265
414402,کازرون - برازجان (کازرون - کنارتخته),389971
713105,کرمانشاه - کوزران,389030
315701,نيشابور - سبزوار (نيشابور),388178
263951,آزادراه زنجان - تبريز (مرز استان - عوارضي مياندوآب),387997
643151,آزادراه عوارضي بندر شهيد رجايي - بندرعباس,387501
264852,سه‌راهي هريس - سه‌راهي خواجه,386964
264802,سه‌راهي خواجه - سه‌راهي هريس,386818
113851,فشم - لواسانات,385773
543452.0,کياشهر - آستانه,385732
573902,مياندوآب - مهاباد,385635
364551,دزفول - شوشتر,385508
733102,سنندج - دهگلان,384952
933552,دهشير - تفت (اسلاميه),383324
313154,فريمان - مشهد (سنگ بست - تپه سلام),383094
713902.0,کنگاور - سه راهي نهاوند,382946
214205,آزادراه کاشان - نطنز (نطنز),382532
414952,قائميه - نورآباد,382310
673401,آزادراه زنجان - تبريز (سرچم - مرز استان),382051
413173.0,سپيدان - شيراز (سپيدان - سه‌راهي قلات),382027
263105,آزادراه تبريز - زنجان (هشترود - عوارضي مياندوآب),381273
414819.0,مرودشت - سعادت شهر,381132
414655.0,گراش - لار,380935
314352,شاهرود - سبزوار (داورزن - سبزوار),380688
673210,آزادراه زنجان - تبريز (بين دو عوارضي زنجان),380178
413267.0,فسا - سروستان (سه‌راهي فسا - سروستان),380154
414452,برازجان - کازرون (کنارتخته - کازرون),378961
673172,خرمدره - زنجان (قبل از پليس راه),378720
323552,فاروج - شيروان,377464
163401,فريدونکنار - محمودآباد,377047
414308.0,فيروز آباد - قير,376898
773161,فارسان - سورشجان,376590
773106,شهرکرد - اصفهان (تونل رخ),376184
215104,آزادراه شاهين‌شهر - اصفهان (آزادراه معلم),375671
263155,آزادراه زنجان - تبريز (عوارضي مياندوآب - هشترود),374411
364501,شوشتر - دزفول,374260
363364,کمربندي دزفول - انديمشک (شرق به غرب),373521
333230,بيرجند - قاين (بيرجند),373075
543402.0,آستانه - کياشهر,372888
733551,حسين آباد - ديواندره,372465
113214,تهران - لواسانات (سوهانک),372450
213968,دهاقان(گلشن)- شهرضا,371995
733652,قروه - دهگلان,371630
733602,دهگلان - قروه,371551
643109,بندرعباس - حاجي‌آباد (سه‌راهي فين - سر چاهان),371484
143134,قم - جعفريه,370851
974203,کلاله - سه راهي کلاله,370571
643106,بندرعباس - دشت امام,370075
263154,آزادراه زنجان - تبريز (هشترود - بستان‌آباد),369986
315773,جاده قديم سبزوار - نيشابور (فيروزه - نيشابور),369896
573271,مهاباد - اروميه (حيدرآباد - رشکان ),369414
153201,قزوين - بوئين‌زهرا,367585
263901,آزادراه تبريز - زنجان (عوارضي مياندوآب - مرز استان),367327
573221,اروميه - مهاباد (رشکان - حيدرآباد) (متناظر توزين),365654
573901.0,مهاباد - اروميه (مهاباد - محمديار),365578
673653,خرمدره - زنجان (متناظر توزين),365283
953468,ابپخش - برازجان,365216
573225.0,اروميه - سلماس(نوشين شهر - سلماس),365020
643651,دهبارز - منوجان (دهباز),364984
673603,زنجان - خرمدره,364066
213284,اردستان - نطنز (آزادراه کنار گذر شرقي - کيلومتر30),363983
953201,چغادک - خورموج (خورموج),363220
543233,سنگر- رشت,362639
314320,سبزوار - نيشابور (زعفرانيه),362326
643601,منوجان - دهبارز (دهبارز),362166
773157,نافچ - شهرکرد,362076
453401,بردسير - سيرجان,361971
414754,بندرعباس - لامرد,361793
873306,ميامي - کاهک,361349
833222,ايلام - چوار,361304
414902,نورآباد - قائميه (متناظر توزين),361282
813667,آزادراه اراک - بروجرد,361184
314302,سبزوار - شاهرود (سبزوار - داورزن),360994
813502,ازنا - اليگودرز,360454
543103,کوچصفهان - سنگر,359707
544101,ضيابر - پونل,358925
773103,بروجن - سفيددشت,358899
213921,شهرضا - ايزدخواست (منظريه),358472
953251,خورموج - چغادک (خورموج),358084
183155,چالوس - کرج (گچسر),357856
414869.0,سعادت شهر - مرودشت,357775
933852,ميبد - يزد,357533
414358.0,قير - فيروز آباد,356887
323357,چمن بيد - آشخانه (آشخانه),354914
215102,شاهين‌شهر - مورچه‌خورت (بزرگراه آزادگان),354017
513612.0,جاده قديم ساوه - تهران (ساوه - شهرک صنعتي کاوه),354011
974201.0,سه‌راهي کلاله - تنگراه,353928
933502,تفت - دهشير (اسلاميه),353802
733501,ديواندره - حسين آباد,353647
263201,آذرشهر - عجب شير,353327
953418,برازجان - ابپخش,352432
643180,اسکله شهيد رجايي - سه راهي خونسرخ,352386
773111,سورشجان - فارسان,351424
713251,اسلام آباد - حميل,351165
714201.0,سه راهي هرسين - هرسين,350963
573551,خوي - سه راه ايواغلي,350939
215158,ميمه - مورچه‌خورت (سه راهي نطنز - مورچه خورت),350635
363654,آزادراه اهواز - بندر امام خميني,350419
773451,چلگرد - فارسان (فارسان),350001
323502,شيروان - فاروج,349408
953454,کازرون - برازجان (کنارتخته - دالکي),347845
643101,آزادراه بندرعباس - عوارضي بندر شهيد رجايي,346868
974251.0,تنگراه - سه‌راهي کلاله,346618
613242,زاهدان - خاش (بزرگراه خليج فارس),346344
643113,حاجي‌آباد - سيرجان (باغات),346314
413217.0,سروستان - فسا (سروستان - سه‌راهي فسا),345077
453247,کرمان - هوتک (چترود),344758
543270,لاکان - رشت,344309
414802,سعادتشهر - صفاشهر,344217
453297,هوتک (چترود) - کرمان,343959
263104,آزادراه تبريز - زنجان (بستان‌آباد - هشترود),343820
363604,آزادراه بندر امام خميني - اهواز,343800
453102,سه‌راهي راين - ماهان (ماهان),343276
773107,شهرکرد - نافچ,343207
363501,باغملک - ايذه,343064
574103,ماکو - سه‌راهي ايواغلي (ماکو - يولاگلدي) (متناظر توزين),343040
323153,آشخانه - بجنورد (کريک),342895
143159,آزادراه ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),342433
713157,اسلام آباد - ماهيدشت,342412
953404,برازجان - کازرون (دالکي - کنارتخته),342043
363551,ايذه - باغملک,341785
643504,سه راهي گهکم - حاجي آباد,341524
753283,غارعليصدر- همدان (قبل از سه راهي بهار),340714
714251.0,هرسين - سه راهي هرسين,340487
453651,باغين - بردسير,339903
733152,دهگلان - سنندج,339787
153301,جاده قديم قزوين - تاکستان (کهک - تاکستان),339532
414901.0,نورآباد - گچساران (باباميدان - گچساران),339376
813107,آزادراه خرم‌آباد - انديمشک (خرم‌آباد - پل زال),338923
574101,بازرگان - ماکو,338126
713201,حميل - اسلام آباد,337970
543285,جيرده - رشت,337821
753452,لاله جين - بهار,337357
713288,کامياران - کرمانشاه (قزانچي) (متناظر توزين),336675
713238,کرمانشاه - کامياران (قزانچي),336646
913559,آستارا - اردبيل (تونل حيران - نمين),336318
813552,اليگودرز - ازنا (متناظر توزين),335643
933752,انار - مهريز (مهريز),335481
363656,هنديجان - ماهشهر (ماهشهر),332583
414951.0,گچساران - نورآباد (گچساران - باباميدان),331837
414360.0,جم - فيروز آباد ( محور جديد ),331681
213234,نطنز - اردستان (آزادراه کنار گذر شرقي - کيلومتر30),331165
414310.0,فيروزآباد -جم (محور جديد ),330641
314801.0,فريمان - تربت‌جام (فريمان),330382
215152,مورچه‌خورت - شاهين‌شهر (بزرگراه آزادگان),330127
453601,بردسير - باغين (متناظر توزين),329011
213283,اردستان- نطنز (آزادراه کنار گذر شرقي - کيلومتر1),328904
414704,لامرد - بندر عباس,328804
114101,تهران - حسن آباد (جاده قديم قم),328600
913509,اردبيل - آستارا (نمين - تونل حيران),328546
573253,سقز - بوکان (بوکان),328421
314370,نيشابور - سبزوار (زعفرانيه),328119
773357,گوشکي - گندمان,328030
414852,صفاشهر - سعادتشهر,328025
315723,جاده قديم نيشابور - سبزوار (نيشابور - فيروزه),327870
453702,انار - رفسنجان,327727
543403,حسن رود - کياشهر,326156
153404.0,آزادراه آبيک - چرم شهر (آبيک),325907
143223,جاده قديم کاشان - قم (متناظر توزين),324847
153207,بوئين‌زهرا - دانسفهان,323621
573203,بوکان - سقز (بوکان),323544
953165,نيروگاه اتمي - عالي شهر,323490
753301,صالح آباد - قروه,323101
953554,کنگان - خورموج (خورموج),322753
453152,ماهان - سه‌راهي راين (ماهان),322699
543167,شفت - ملاسرا,322407
113229,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),321388
153351,جاده قديم تاکستان - قزوين (تاکستان - کهک),321186
953504,خورموج - کنگان (خورموج),320760
953702,گناوه - ديلم,319965
414164,آزاد راه اصفهان - شيراز (مرودشت),319874
153454.0,آزادراه چرم شهر - آبيک (آبيک),319621
153138,شهر صنعتي البرز - آبيک (قبل از عوارضي2),319592
215108,مورچه‌خورت - ميمه (سه راهي نطنز - مورچه خورت),319349
543220,رشت - لاکان,318749
953652,جم - بندر سيراف,318748
773307,گندمان - گوشکي,318732
543153,سنگر - کوچصفهان,318397
753351,قروه - صالح آباد,317622
813655.0,کمربندي جنوبي خرم آباد (جنوب به شمال),317501
733451,بوکان - سقز (سقز),316789
314851.0,تربت‌جام - فريمان (فريمان),316760
813603,بروجرد - اشترينان,316664
323307,آشخانه - چمن بيد (آشخانه),316497
733801,کامياران - کرمانشاه (كامياران),316200
873356,کاهک - ميامي,315842
813160,دوره چگني - خرم‌آباد,315755
673163,ميانه - زنجان (نيک‌پي - زنجان),315585
574451,نقده - محمديار,315131
544352,سراوان - فومن (سراون),315020
933353,عقدا - اردکان,315014
713252,دالاهو - اسلام آباد,314809
574153,سه‌راهي ايواغلي - ماکو (يولاگلدي - ماکو),313312
453751,رفسنجان - باغين,313203
213269,سجزي - اصفهان,312795
733651,همدان - قروه,312078
453249,کرمان - چترود,311215
933702,مهريز - انار (مهريز),310890
163320,کمربندي جنوبي بابل (بابل - آمل),310786
313224,تربت حيدريه - مشهد (کمربندي تربت حيدريه) (متناظر توزين),310562
613203,ايرانشهر - بمپور (ايرانشهر),310530
573552,سلماس - خوي,310044
573502,خوي - سلماس,309177
543453,کياشهر - حسن رود,309145
733401,سقز - بوکان (سقز),308770
513754,سه راهي شازند - شازند,308452
213918,شهرضا - دهاقان(گلشن),308414
143184,جعفريه - قم,307614
543117,ملاسرا - شفت,306807
643554,حاجي آباد - سه راهي گهکم (متناظر توزين),305907
313274,مشهد - تربت حيدريه (کمربندي تربت حيدريه),305710
513801,محلات - دليجان,305530
953602,بندر سيراف - جم,305497
313285,ميامي - مشهد,305125
773105,شهرکرد - سامان,304340
363606,ماهشهر - هنديجان (ماهشهر),304215
363156,سوسنگرد - حميديه,302235
543201,آستارا - اردبيل (آستارا - آق چاي),301163
773155,سامان - شهرکرد,300401
813653,اشترينان - بروجرد,300288
143102,جاده قديم قم - تهران (قم - شکوهيه),300274
643162,سه‌راهي فارياب - سه‌راهي چاه اسماعيل,299878
753110,سه راهي پايگاه نوژه - سه راهي روعان,298527
214753,گلپايگان - علويجه (علويجه),298038
813110,خرم‌آباد - دوره چگني,297703
414114,آزاد راه شيراز - اصفهان (مرودشت),296859
953605,دير - کنگان (متناظر توزين),296348
773401,فارسان - چلگرد (فارسان),295885
264352,اهر - سه راهي هريس,295670
164301.0,جويبار - قائمشهر,294563
453959,حاجي آباد - سيرجان (سنگ بهرام),294061
713452,پاوه - روانسر (روانسر),293606
753402,بهار - لاله جين,293600
973301,علي آباد - آزادشهر,293480
753234,همدان - تويسرکان (گنجنامه),293286
453162,جاده قديم کرمان - ماهان,293198
913201,اردبیل - نير (نیر),293029
164351,قائمشهر - جويبار,292138
143152,جاده قديم تهران - قم (شکوهيه - قم),292074
813551,دورود - ازنا,291518
913277,خلخال - اردبيل (متناظر توزين),291153
953152,دير - بوشهر (عامري),290980
143120,جمکران - قم (بلوار پيامبر اعظم),290969
933303,اردکان - عقدا,290735
753284,تويسرکان - همدان(گنجنامه),290682
513753,بروجرد - توره (سه‌راهي ملاير),290464
953177,دلوار - بوشهر,290406
713402,روانسر - پاوه (روانسر),290212
264302,سه راهي هريس - اهر,290120
183118,کرج - چالوس (بيلقان),290038
713239,کرمانشاه - کامياران (برنجان),289878
183168,چالوس - کرج (بيلقان),289634
913517.0,پارس آباد - سه راهي سربند,289445
673122,زنجان - خرمدره (قبل از پليس راه) (متناظر توزين),289191
613292,خاش - زاهدان (بزرگراه خليج فارس),288806
953127,بوشهر - دلوار,288757
413158.0,خرامه - شيراز,287511
753233,همدان- غارعليصدر(قبل از سه راهي بهار),287486
833221,ايلام - صالح آباد (مهدي آباد),287410
363106,حميديه - سوسنگرد,286959
413108.0,شيراز - خرامه,286943
213279,فلاورجان - اصفهان (کمربندي سپاهان شهر),286762
213219,اصفهان - سجزي (متناظر توزين),286632
913227,اردبيل - خلخال,286451
113391,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),286382
713202,اسلام آباد - دالاهو,286148
913567.0,سه راهي سربند - پارس آباد,285832
453451,سيرجان - بردسير,285195
733601,قروه - همدان,285045
513851,دليجان - محلات,284670
313302,مشهد - فريمان (عوارضي فريمان),283564
953752,ديلم - گناوه,283421
543251,اردبيل - آستارا (آق چاي - آستارا),282141
913251,نير - اردبیل (نیر),281887
853201,دهدشت - چرام,280834
574401,محمديار - نقده,280414
713289,کامياران - کرمانشاه (برنجان),279566
414403,کازرون - شيراز (کازرون - دشت ارژن),278972
813605.0,کمربندي جنوبي خرم آباد (شمال به جنوب),277772
363201,آبادان - اهواز (آبادان - دارخوين),277376
733463,سقز- بانه (بانه),277281
544701,شلمان - املش,275620
953655,کنگان - دير,275580
733107,سنندج - حسين آباد,274860
673272,بيجار - زنجان (متناظر توزين),274302
853214,ياسوج - پاتاوه (کمربندي ياسوج),273521
513110,اراك - خمين,273200
214903,اردستان - کاشان (موغار),272370
813651.0,توره - بروجرد (سه‌راهي بروجرد),272264
263702,جلفا - مرند,272109
313854,تايباد - تربت‌حيدريه (تربت‌حيدريه),271897
153153,جاده قديم کرج - قزوين (آبيک - قزوين),271821
733415,سقز - ديواندره,271786
913301,اردبيل - آستارا (تونل حيران - آق چاي),271573
264553,تسوج - شبستر,271024
673222,زنجان - بيجار,270775
153103,جاده قديم قزوين - کرج (قزوين - آبيک),270262
513505,دليجان - ميمه (دليجان) (متناظر توزين),270210
573224,اروميه - گلمان,269930
733465,ديواندره - سقز,269712
813652,سه راهي چالان چولان - بروجرد,269543
313352,فريمان - مشهد (عوارضي فريمان),269351
853251,چرام - دهدشت,269015
753803,نهاوند - سه راهي بروجرد,268283
263403,اهر - مشگين شهر (اهر),267595
833156,سرابله - ايلام,267433
753853,سه راهي بروجرد - نهاوند,267311
414108,فسا - داراب,267165
413222,شيراز - کازرون,267161
913351,آستارا - اردبيل (آق چاي - تونل حيران),266824
364403,هفتگل - اهواز(هفتگل),266691
733413,بانه - سقز (بانه),266434
263752,مرند - جلفا,266285
733402,سقز - بانه (سقز),266170
833271,صالح آباد - ايلام (مهدي آباد),265834
413702,جهرم - سه‌راهي کوار (قطب‌آباد - خفر) (متناظر توزين),265717
163404,فريدون کنار - دابودشت,265143
414453,شيراز - کازرون (دشت ارژن - کازرون),265055
313804,تربت‌حيدريه - تايباد (تربت‌حيدريه),264818
953759,برازجان - گناوه,264271
183104,کرج - چالوس (پوركان),264240
183107,جاده قديم کرج - قزوين (آبيک),264070
573104,اروميه - تبريز (شهيد کلانتري),263027
953709,گناوه - برازجان,262449
933853,کمربندي غربي اردکان - ميبد,262304
573154,تبريز - اروميه (شهيد کلانتري),261866
414152,سروستان - شيراز,261626
733151,سه راهي موچش - کامياران,261450
214607,نائين - عقدا (نائين) (متناظر توزين),261433
813617,آزادراه بروجرد - اراک,260991
813251,نورآباد - فيروزآباد,260473
643112,سه‌راهي چاه اسماعيل - سه‌راهي فارياب,260313
413351,سورمق - آباده,260249
733157,حسين آباد - سنندج,260215
333280,قاين - بيرجند (بيرجند) (متناظر توزين),260012
453555,ماهان - بم (سه‌راهي جيرفت - بم),259869
363251,اهواز - آبادان (دارخوين - آبادان),259279
414158,داراب - فسا,258903
364453,اهواز - هفتگل(هفتگل),258515
364701,اميديه - آغاجاري,258454
643110,بندرعباس - لار (سه‌راهي کهورستان - سه‌راهي بستک),258438
933713,مهريز - انار (مرز استان),258169
364553,اهواز - کمربندي شوشتر (پل کابلي شوشتر),257947
773303,بروجن - مبارکه (بروجن),257722
213233,نطنز - اردستان (آزادراه کنار گذر شرقي - کيلومتر1),257376
323304.0,آشخانه - چمن بيد (چمن بيد),257112
413752,سه‌راهي کوار - جهرم (خفر - قطب‌آباد),255875
753160,سه راهي روعان - سه راهي پايگاه نوژه,255360
263453,مشگين شهر - اهر (اهر),254921
544751,املش - شلمان,254817
573751,تسوج - سلماس (سلماس),254595
733452,بانه - سقز (سقز),252992
264452,بستان آباد - سراب (متناظر توزين),252911
673652,خرمدره - زنجان (خرمدره - صائين قلعه),252863
873115,مهديشهر - شهميرزاد,252705
363302,انديمشک - شوش,251904
513555,ميمه - دليجان (دليجان),251470
573202,اروميه - جزيره اسلامي (پل ميانگذر درياچه),251318
673502,زنجان - سلطانيه (سلطانيه),251264
214290,مشهد اردهال - کاشان,250968
853312.0,گچساران - بهبهان (گچساران - خيرآباد),250803
183154,چالوس - کرج (پوركان),250802
573701,سلماس - تسوج (سلماس),250716
713104,قزانچي - روانسر (نوروزآباد),250641
643157,بندرپل - بندرعباس,250472
833151,ايوان - چوار,250432
813501,ازنا - دورود,249530
364451,باغملک - هفتگل,249379
773503,لردگان - گوشکي (آلوني),249032
643751,درگهان - لافت,248857
953662,بردستان - سه راهي دير,248645
573274,گلمان - اروميه,248583
323158,اسفراين - سه راهي ايرج,248353
673552,سلطانيه - زنجان (سلطانيه),248078
773272,شلمزار - شهرکرد (خراجي),247964
453901,سيرجان - حاجي آباد (چاه قلعه),247960
214858,داران - تيران (سه راهي دامنه),247717
873165,شهميرزاد - مهديشهر,247686
163454,دابودشت - فريدون کنار,247165
673101,زنجان - بيجار (زنجان - زرين‌آباد),247144
183157,جاده قديم قزوين - کرج (آبيک),246954
713154,روانسر - قزانچي (نوروزآباد),246800
833101,چوار - ایوان,246792
643351,بندرلنگه - بندر خمير,246644
184201,اشتهارد - بوئين زهرا,246593
153251,بوئين‌زهرا - قزوين,246555
143170,قم - جمکران (بلوار پيامبر اعظم),246392
853362.0,بهبهان - گچساران (خيرآباد - گچساران),246100
673151,بيجار - زنجان (زرين‌آباد - زنجان),245771
813157,آزادراه انديمشک - خرم‌آباد (پل زال - خرم‌آباد),245370
264503,شبستر - تسوج,245072
214808,تيران - داران (سه راهي دامنه),244857
953612,سه راهي دير - بردستان,244637
453951,حاجي آباد - سيرجان (چاه قلعه),244269
453505,بم - ماهان (بم - سه‌راهي جيرفت),244169
453165,زرند - چترود (ده زيار) (متناظر توزين),244062
753253.0,کنگاور - اسد آباد,243795
613253,بمپور - ايرانشهر (ايرانشهر),243702
853353,بهبهان - گچساران (سعادت آباد),243580
453112,جاده قديم ماهان - كرمان,243441
363352,شوش - انديمشک,243400
643701,لافت - درگهان,242826
773222,شهرکرد - شلمزار (خراجي),242778
913203,اردبيل - آبي بيگلو,241843
143161,قنوات - قم,241751
973201,بندرترکمن - آق قلا,241683
153309,عوارضي آزادراه قزوين،زنجان - تاکستان (مجموع گيت ها),241586
673113,زنجان - ميانه (زنجان - نيک‌پي),240961
214240,کاشان - مشهد اردهال,240919
364401,هفتگل - باغملک,240382
453245,کرمان - اختيار آباد,239704
