code,name,date,duration,total_count,car_count,total_est,car_est,avg_speed,total_est_normal
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-10,1440,2754,2062,6080,4552,99,0.21024173027989823
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-11,1440,2254,1732,3971,3051,103,-0.46055979643765904
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-12,1440,2808,2091,2972,2213,102,-0.7783078880407125
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-13,1440,3044,2209,3044,2209,100,-0.7554071246819338
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-14,1440,3410,2427,4261,3032,98,-0.3683206106870229
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-15,1440,5049,3945,5049,3945,97,-0.11768447837150127
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-16,1440,4309,3479,5749,4641,98,0.1049618320610687
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-17,1440,3025,2219,3616,2652,101,-0.5734732824427481
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-18,1440,2250,1736,4064,3135,105,-0.4309796437659033
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-19,1440,2754,1972,2754,1972,103,-0.84764631043257
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-20,1440,2692,1831,2692,1831,101,-0.8673664122137404
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-21,1440,2614,1805,2614,1805,102,-0.892175572519084
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-22,1440,2841,1960,3063,2113,102,-0.7493638676844784
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-23,1360,2891,2161,3095,2313,101,-0.7391857506361323
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-24,1440,3428,2621,3468,2651,104,-0.6205470737913485
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-25,1440,2249,1736,2249,1736,105,-1.0082697201017812
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-26,1440,1882,1262,1931,1294,102,-1.10941475826972
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-27,1440,2319,1593,2319,1593,106,-0.9860050890585241
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-28,1440,4775,3715,4775,3715,98,-0.20483460559796438
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1402-12-29,1440,3855,2854,3855,2854,97,-0.49745547073791346
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-01,1440,2898,2225,2898,2225,100,-0.8018447837150128
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-02,1435,3744,3034,3747,3036,100,-0.5318066157760815
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-03,1440,4346,3487,4346,3487,99,-0.3412849872773537
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-04,1440,5351,4267,5351,4267,101,-0.021628498727735368
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-05,1440,5657,4569,5657,4569,98,0.07569974554707379
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-06,1440,5512,4242,5512,4242,101,0.029580152671755726
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-07,1435,6121,4881,6134,4891,102,0.2274173027989822
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-08,1440,5912,4619,5912,4619,101,0.15680661577608143
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-09,1440,6315,4979,6315,4979,101,0.28498727735368956
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-10,1435,6134,5081,6137,5083,101,0.22837150127226463
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-11,1440,6757,5346,6757,5346,101,0.4255725190839695
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-12,1440,7419,5963,7419,5963,101,0.6361323155216285
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-13,1440,8030,6939,8030,6939,102,0.830470737913486
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-14,1440,7552,6314,7552,6314,103,0.6784351145038168
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-15,1440,6531,5358,6652,5457,103,0.39217557251908397
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-16,1440,7151,5970,7151,5970,103,0.5508905852417303
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-17,1440,8746,7403,8746,7403,103,1.058206106870229
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-18,1440,5614,4258,5614,4258,100,0.06202290076335878
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-19,1440,4564,3401,4564,3401,99,-0.2719465648854962
713156,کنارگذر شرقي کرمانشاه (اسلام آباد - بيستون),1403-01-20,1440,4448,3173,4448,3173,98,-0.30884223918575066
