|code|nowruz_02|nowruz_03
1369|953504|['1401-12-13', '1401-12-16']|
1370|953554|['1401-12-10', '1401-12-14', '1401-12-16', '1401-12-24']|
1371|953602|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-04', '1403-01-05', '1403-01-10', '1403-01-11']
1372|953604|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-11', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1373|953605|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-17', '1401-12-18', '1401-12-20', '1401-12-21', '1401-12-27', '1401-12-28', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07']|
1374|953611||['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09']
1375|953616|['1402-01-02', '1402-01-12', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-09', '1403-01-10']
1376|953617|['1402-01-02', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09']
1377|953652|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-08']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1378|953654|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09']|['1403-01-04', '1403-01-05', '1403-01-10', '1403-01-11', '1403-01-12']
1379|953655|['1401-12-10', '1401-12-11']|
1380|953661||['1403-01-04', '1403-01-07', '1403-01-08']
1381|953666|['1402-01-02', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-09']
1382|953667|['1402-01-06', '1402-01-07', '1402-01-08']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1383|953702|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1384|953704|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-05', '1403-01-09', '1403-01-10', '1403-01-11']
1385|953705|['1401-12-12']|['1403-01-09', '1403-01-10']
1386|953709|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1387|953752|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-08']
1388|953754|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1389|953755|['1401-12-12', '1401-12-26']|['1402-12-11', '1402-12-18']
1390|953759|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1391|953801|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-11']|['1402-12-18', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1392|953802|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1393|953851|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1394|953852|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-09']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1395|973103|['1401-12-12', '1401-12-19', '1401-12-26']|['1402-12-18']
1396|973107|['1402-01-13']|
1397|973152|['1401-12-28']|
1398|973153|['1401-12-19', '1401-12-26']|['1402-12-18']
1399|973301.0|['1401-12-28', '1401-12-29', '1402-01-04', '1402-01-05']|
1400|973351||['1402-12-11', '1402-12-16', '1402-12-17', '1402-12-18', '1402-12-19', '1402-12-20', '1402-12-21', '1402-12-24']
1401|973401|['1402-01-04']|
1402|973501||['1402-12-27', '1403-01-05', '1403-01-06', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-17']
1403|973502|['1401-12-26']|
1404|973505|['1401-12-12', '1401-12-19', '1401-12-26', '1402-01-01']|['1402-12-18', '1403-01-03', '1403-01-10']
1405|973551|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28']|['1402-12-28', '1402-12-29']
1406|973552|['1401-12-26']|['1402-12-18']
1407|973553|['1401-12-27']|
1408|973555|['1401-12-12', '1401-12-19', '1401-12-26', '1402-01-01']|['1402-12-18', '1403-01-03', '1403-01-10']
1409|973901||['1403-01-04', '1403-01-05']
1410|973901.0|['1401-12-28', '1401-12-29', '1402-01-04', '1402-01-05', '1402-01-06']|
1411|973953|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29']|
1412|973953.0||['1402-12-28', '1402-12-29']
1413|973954|['1402-01-02', '1402-01-03']|
1414|974201|['1402-01-04']|
1415|974251.0||['1403-01-03', '1403-01-04', '1403-01-05']
